"Municipio";"0 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"110070 CAMPO NOVO DE RONDONIA";1238;1295;1389;1295;2236;2102;1731;1174;584;238;67;13349
"110080 CANDEIAS DO JAMARI";2186;2168;2308;2213;3938;3507;2608;1848;1036;397;161;22370
"110090 CASTANHEIRAS";231;260;319;323;545;519;494;356;256;122;33;3458
"110092 CHUPINGUAIA";877;893;941;951;1703;1582;1163;719;362;151;39;9381
"110094 CUJUBIM";1901;1943;2103;1994;3349;3215;2274;1405;707;248;53;19192
"110100 GOVERNADOR JORGE TEIXEIRA";752;836;964;943;1636;1475;1289;922;572;280;100;9769
"110110 ITAPUA DO OESTE";915;907;933;941;1545;1373;1120;836;481;213;60;9324
"110120 MINISTRO ANDREAZZA";851;906;1018;1029;1766;1523;1373;862;552;303;101;10284
"110130 MIRANTE DA SERRA";889;1010;1177;1144;1995;1814;1418;1076;667;403;162;11755
"110140 MONTE NEGRO";1259;1370;1549;1482;2424;2321;1825;1301;815;425;121;14892
"110143 NOVA UNIAO";578;633;739;779;1262;1140;965;682;397;195;67;7437
"110145 PARECIS";473;492;508;510;955;804;681;475;261;113;30;5302
"110146 PIMENTEIRAS DO OESTE";227;219;225;223;353;357;306;204;121;51;17;2303
"110147 PRIMAVERA DE RONDONIA";230;262;328;323;518;514;457;348;219;113;46;3358
"110148 SAO FELIPE D'OESTE";398;439;502;508;907;954;800;625;412;213;74;5832
"110149 SAO FRANCISCO DO GUAPORE";1629;1644;1806;1795;3137;2764;2151;1424;850;369;113;17682
"110150 SERINGUEIRAS";936;1042;1237;1230;2056;1810;1561;1057;568;297;91;11885
"110155 TEIXEIROPOLIS";331;366;439;458;802;698;652;465;302;175;84;4772
"110160 THEOBROMA";855;936;1052;1012;1690;1713;1373;1048;646;323;99;10747
"110170 URUPA";948;1039;1172;1179;2200;1973;1543;1283;843;373;125;12678
"110175 VALE DO ANARI";860;902;995;960;1642;1570;1279;983;577;287;76;10131
"110180 VALE DO PARAISO";564;624;736;783;1306;1201;1087;801;468;228;82;7880
"120001 ACRELANDIA";1436;1532;1576;1470;2267;2021;1499;1011;624;285;100;13821
"120005 ASSIS BRASIL";857;854;759;669;1154;933;639;418;236;124;60;6703
"120010 BRASILEIA";2314;2556;2626;2402;4172;3531;2617;1631;1021;559;241;23670
"120013 BUJARI";977;1051;1080;956;1520;1364;932;704;473;184;83;9324
"120017 CAPIXABA";1076;1160;1234;1112;1537;1315;1104;773;458;208;71;10048
"120020 CRUZEIRO DO SUL";9432;10205;10362;9203;15142;12138;7413;4736;2968;1689;821;84109
"120025 EPITACIOLANDIA";1656;1803;1822;1709;2933;2449;1830;1155;721;404;176;16658
"120030 FEIJO";4660;4892;4558;3820;5701;4109;2816;1694;1079;560;255;34144
"120032 JORDAO";1304;1231;1093;861;1196;813;451;225;98;53;32;7357
"120033 MANCIO LIMA";2152;2213;2101;1839;2907;2320;1391;944;588;331;138;16924
"120034 MANOEL URBANO";1140;1168;1130;960;1447;1181;730;470;264;152;70;8712
"120035 MARECHAL THAUMATURGO";2627;2633;2368;1983;2682;1788;1013;581;317;164;57;16213
"120038 PLACIDO DE CASTRO";1982;2172;2165;1866;2917;2492;1998;1429;901;459;188;18569
"120039 PORTO WALTER";1787;1749;1539;1173;1562;1186;675;377;196;99;50;10393
"120040 RIO BRANCO";33303;37015;38524;37190;69604;60897;41603;26556;14733;7099;3375;369899
"120042 RODRIGUES ALVES";2267;2343;2305;1852;2643;2140;1270;750;474;221;80;16345
"120043 SANTA ROSA DO PURUS";957;856;739;574;996;644;329;204;108;35;12;5454
"120045 SENADOR GUIOMARD";2186;2406;2443;2188;3610;3124;2337;1631;1010;564;225;21724
"120050 SENA MADUREIRA";4575;4873;5022;4568;7737;6085;3713;2466;1529;799;410;41777
"120060 TARAUACA";5593;5783;5255;4319;6386;4601;2967;1892;1189;668;328;38981
"120070 XAPURI";1805;1985;2033;1862;2995;2484;1806;1242;806;424;209;17651
"120080 PORTO ACRE";1706;1885;1957;1735;2612;2265;1749;1192;821;437;179;16538
"130002 ALVARAES";2383;2139;1958;1669;2515;1756;1097;696;413;219;84;14929
"130006 AMATURA";1424;1248;1200;1221;1939;1378;858;520;287;149;61;10285
"130008 ANAMA";1363;1336;1402;1311;2133;1635;1046;618;335;228;81;11488
"130010 ANORI";2242;2156;2172;2090;3311;2595;1619;905;529;340;146;18105
"130014 APUI";1791;1758;1954;2055;3948;3218;2160;1520;798;295;76;19573
"130020 ATALAIA DO NORTE";2363;2128;1991;1995;3475;2213;1338;733;405;226;83;16950
"130030 AUTAZES";4587;4358;4201;3798;5714;4376;3220;2242;1408;759;385;35048
"130040 BARCELOS";2687;2713;3009;3291;5753;3513;2336;1720;1027;485;121;26655
"130050 BARREIRINHA";4367;4063;3808;3292;4609;3352;2287;1583;985;603;337;29286
"130060 BENJAMIN CONSTANT";5463;5058;4504;4125;6616;4381;2951;1900;1101;657;303;37059
"130063 BERURI";2595;2404;2281;1907;2727;1913;1336;924;556;308;144;17095
"130068 BOA VISTA DO RAMOS";2169;2128;2160;1985;2880;2038;1339;941;522;278;153;16593
"130070 BOCA DO ACRE";3696;3624;3701;3532;5643;4528;3113;2060;1315;736;320;32268
"130080 BORBA";5063;4634;4457;4266;6745;4859;3030;2028;1248;721;448;37499
"130083 CAAPIRANGA";1495;1409;1423;1360;2113;1641;1033;656;418;204;74;11826
"130090 CANUTAMA";1549;1504;1536;1512;2646;2245;1495;1043;600;300;94;14524
"130100 CARAUARI";3541;3390;3470;3218;4726;3349;2242;1444;889;484;206;26959
"130110 CAREIRO";3868;3920;4020;3750;5965;5170;3553;2309;1362;707;263;34887
"130115 CAREIRO DA VARZEA";2690;2688;2788;2747;4407;3754;3149;1995;1223;670;244;26355
"130120 COARI";9589;9202;9532;9627;16107;10948;6458;4171;2479;1344;570;80027
"130130 CODAJAS";2880;2891;3111;2908;4926;3588;2222;1369;814;435;188;25332
"130140 EIRUNEPE";4525;4257;3973;3663;5883;4096;2593;1765;1052;573;234;32614
"130150 ENVIRA";2452;2292;2277;2135;3224;2374;1355;782;461;297;142;17791
"130160 FONTE BOA";3105;2777;2562;2395;3881;2640;1635;1079;715;403;181;21373
"130165 GUAJARA";2009;1917;2009;1860;2688;1799;1310;750;418;211;93;15064
"130170 HUMAITA";5080;5101;5692;5686;9155;6805;4629;3131;1855;946;367;48447
"130180 IPIXUNA";4139;3489;3160;2580;4225;3285;1924;1118;655;342;122;25039
"130185 IRANDUBA";5136;5086;5082;4630;7281;6107;4317;2991;1830;1004;373;43837
"130190 ITACOATIARA";10730;10413;10437;9830;15908;13173;9063;6300;3906;2122;961;92843
"130195 ITAMARATI";1189;1028;1013;924;1499;1090;619;366;228;89;37;8082
"130200 ITAPIRANGA";982;985;1002;948;1504;1147;799;597;376;207;86;8633
"130210 JAPURA";837;784;759;713;1078;759;502;248;106;68;37;5891
"130220 JURUA";1711;1612;1622;1461;2234;1565;928;554;313;178;76;12254
"130230 JUTAI";2953;2460;2104;1841;2818;1929;1213;768;522;287;103;16998
"130240 LABREA";5102;4896;4881;4508;7482;5480;3564;2522;1462;781;324;41002
"130250 MANACAPURU";10397;10390;10770;10199;16127;12330;8302;5540;3392;2050;867;90364
"130255 MANAQUIRI";3217;3148;3125;2859;4560;3517;2473;1654;974;506;186;26219
"130260 MANAUS";174545;174522;184360;193604;373475;340702;234997;149758;77223;34876;15298;1953360
"130270 MANICORE";5976;5847;5954;5813;9282;6873;4541;3045;1820;976;436;50563
"130280 MARAA";2554;2500;2372;2153;3414;2313;1263;727;415;204;78;17993
"130290 MAUES";8021;7382;6857;6199;9630;6892;4586;3557;1951;1099;661;56835
"130300 NHAMUNDA";2259;2230;2269;2124;3367;2627;1815;1299;772;496;231;19489
"130310 NOVA OLINDA DO NORTE";3975;3845;3996;3907;6255;4352;2950;2067;1021;547;425;33340
"130320 NOVO AIRAO";2032;1920;1796;1738;3015;2219;1541;1138;619;332;152;16502
"130330 NOVO ARIPUANA";2577;2513;2688;2580;4305;3321;2177;1427;846;498;207;23139
"130340 PARINTINS";12595;12594;12909;12096;18750;14079;9730;6961;4199;2383;1185;107481
"130350 PAUINI";2637;2516;2442;2150;3507;2418;1371;914;524;254;95;18828
"130353 PRESIDENTE FIGUEIREDO";3364;3268;3392;3395;5260;4432;3248;2369;1272;460;123;30583
"130356 RIO PRETO DA EVA";2951;2902;3097;3122;5395;4376;3049;1968;1100;499;155;28614
"130360 SANTA ISABEL DO RIO NEGRO";3491;3081;2607;2244;3397;2269;1600;909;618;381;137;20734
"130370 SANTO ANTONIO DO ICA";3555;3225;2956;2723;4344;3076;1750;1071;640;307;193;23840
"130380 SAO GABRIEL DA CACHOEIRA";5316;5023;4843;4470;6962;5287;3700;2459;1662;849;394;40965
"130390 SAO PAULO DE OLIVENCA";4856;4413;4201;3899;6119;4368;2920;1693;1100;644;263;34476
"130395 SAO SEBASTIAO DO UATUMA";1514;1466;1525;1406;2109;1592;1041;669;408;164;63;11957
"130400 SILVES";1193;1098;1027;948;1377;1092;811;639;353;176;85;8799
"130406 TABATINGA";7688;7249;6844;6185;10546;7688;5023;3220;1775;896;395;57509
"130410 TAPAUA";2282;2185;2164;2064;3390;2366;1464;1044;625;332;120;18036
"130420 TEFE";8014;7760;7540;6788;11162;8346;5127;3298;2084;1106;502;61727
"130423 TONANTINS";2702;2360;2211;2131;3342;2187;1362;725;474;271;101;17866
"130426 UARINI";1925;1745;1559;1362;2225;1662;933;585;362;162;80;12600
"130430 URUCARA";2170;2148;2066;1836;2681;2100;1622;1110;727;401;178;17039
"130440 URUCURITUBA";2511;2334;2319;2243;3683;2487;1665;1242;708;398;234;19824
"140002 AMAJARI";1762;1473;1275;1058;1601;1201;910;671;367;162;63;10543
"140005 ALTO ALEGRE";2421;2423;1961;1566;2428;1903;1435;1096;667;320;109;16329
"140010 BOA VISTA";29298;28937;30823;32412;61866;53080;34900;22076;11037;4628;1973;311030
"140015 BONFIM";1697;1514;1414;1270;1747;1353;1009;744;491;225;83;11547
"140017 CANTA";1878;1793;1814;1624;2211;1914;1700;1368;824;320;88;15534
"140020 CARACARAI";2183;2173;2330;2221;3382;2765;2003;1472;810;349;94;19782
"140023 CAROEBE";986;968;934;887;1556;1358;942;670;370;159;55;8885
"140028 IRACEMA";1110;1056;1064;1043;1697;1463;1064;769;393;165;47;9871
"140030 MUCAJAI";1677;1670;1712;1612;2758;2395;1706;1244;747;345;102;15968
"140040 NORMANDIA";1669;1523;1339;1128;1515;1049;658;436;296;139;73;9825
"140045 PACARAIMA";1710;1537;1425;1268;1795;1480;1026;691;371;140;68;11511
"140047 RORAINOPOLIS";2540;2677;3001;3038;5141;3979;2621;1902;1080;388;124;26491
"140050 SAO JOAO DA BALIZA";781;762;796;781;1375;1169;723;471;303;127;33;7321
"140060 SAO LUIZ";589;599;688;761;1526;1247;755;577;319;126;52;7239
"140070 UIRAMUTA";1786;1558;1289;1017;1385;879;582;348;179;125;42;9190
"150010 ABAETETUBA";13214;14439;15477;16375;29789;22893;15401;10106;6438;3415;1524;149071
"150013 ABEL FIGUEIREDO";659;727;741;719;1264;1087;778;542;341;176;79;7113
"150020 ACARA";6156;6481;6390;6193;9970;7390;5337;3340;2179;1186;488;55110
"150030 AFUA";4768;4898;4874;4462;6541;4529;2994;1909;1146;646;273;37040
"150034 AGUA AZUL DO NORTE";2010;2300;2568;2644;5516;5082;3292;1640;796;341;84;26273
"150040 ALENQUER";6293;6674;6503;5864;8862;7306;5081;3704;2475;1475;658;54895
"150050 ALMEIRIM";3785;3969;3856;3722;6103;4829;3502;2412;1264;608;263;34313
"150060 ALTAMIRA";9507;10659;10980;10940;19796;16727;11820;8001;4445;2212;925;106012
"150070 ANAJAS";3812;3816;3552;3086;4688;3217;1951;1231;770;410;182;26715
"150080 ANANINDEUA";37124;41905;45318;47521;94762;87601;65090;43352;23303;9828;3913;499717
"150085 ANAPU";2668;2790;2597;2516;4311;3402;2303;1531;835;360;101;23414
"150090 AUGUSTO CORREA";5131;5305;5142;4800;7661;5527;3709;2659;1773;934;400;43041
"150095 AURORA DO PARA";2867;3017;3251;3220;5470;4192;2805;1809;1172;594;228;28625
"150100 AVEIRO";1932;2041;2051;1876;2543;1948;1461;1125;727;415;165;16284
"150110 BAGRE";3708;3602;3498;3277;4863;3388;1926;1128;728;343;140;26601
"150120 BAIAO";4141;4516;4833;4590;7912;6067;3880;2507;1559;837;284;41126
"150125 BANNACH";330;346;330;306;543;533;419;313;198;89;27;3434
"150130 BARCARENA";10710;11370;11502;11765;21797;17551;11682;7407;3772;1711;770;110037
"150140 BELEM";96678;110858;119459;126985;262851;249317;195385;140225;84356;43484;20107;1449705
"150145 BELTERRA";1743;1901;1923;1725;2666;2338;1732;1353;914;552;218;17065
"150150 BENEVIDES";4793;5344;5738;5771;10658;9357;6602;4158;2257;1146;483;56307
"150157 BOM JESUS DO TOCANTINS";1461;1572;1655;1664;2903;2406;1792;1291;829;375;174;16122
"150160 BONITO";1555;1604;1524;1471;2874;2352;1473;936;554;290;132;14765
"150170 BRAGANCA";11911;12716;12756;12540;22742;17396;12160;8277;5274;2908;1339;120019
"150172 BRASIL NOVO";1435;1527;1534;1559;2699;2340;1883;1342;805;442;160;15726
"150175 BREJO GRANDE DO ARAGUAIA";737;787;775;758;1329;1046;760;609;373;193;87;7454
"150178 BREU BRANCO";6492;6667;6732;6469;10892;8223;5305;3627;2196;1061;355;58019
"150180 BREVES";12392;12788;12621;11360;16856;12251;7950;5371;3412;1768;961;97730
"150190 BUJARU";2984;3245;3250;3015;4761;3747;2689;1613;1090;645;251;27290
"150195 CACHOEIRA DO PIRIA";3720;3858;3755;3198;5372;4095;2719;1531;783;340;101;29472
"150200 CACHOEIRA DO ARARI";2218;2287;2282;2290;4055;3167;2282;1533;924;579;300;21917
"150210 CAMETA";14098;14712;14743;14345;24410;17623;11274;7672;5329;3029;1452;128687
"150215 CANAA DOS CARAJAS";3194;3330;3192;3168;6188;5281;3250;1772;858;385;115;30733
"150220 CAPANEMA";5297;6093;6476;6507;12159;10525;7746;5481;3362;1949;911;66506
"150230 CAPITAO POCO";4970;5533;5958;5874;9926;7737;5689;3667;2295;1334;559;53542
"150240 CASTANHAL";15433;17279;17964;18581;36399;30600;21588;13768;7930;4163;1750;185455
"150250 CHAVES";2863;2899;2745;2455;3811;2799;1957;1304;821;435;186;22275
"150260 COLARES";1193;1249;1204;1205;2011;1522;1243;893;682;421;181;11804
"150270 CONCEICAO DO ARAGUAIA";3979;4503;4771;4652;7689;6982;5557;4049;2754;1516;619;47071
"150275 CONCORDIA DO PARA";3388;3517;3410;3363;5966;4287;2743;1639;1179;637;300;30429
"150276 CUMARU DO NORTE";1184;1179;1134;1063;2011;2030;1508;984;433;124;23;11673
"150277 CURIONOPOLIS";1733;1854;1889;1935;3221;2368;1840;1686;1078;648;198;18450
"150280 CURRALINHO";4367;4335;4064;3656;5466;3796;2259;1439;904;496;261;31043
"150285 CURUA";1620;1684;1647;1420;2321;1704;1145;813;463;259;112;13188
"150290 CURUCA";3419;3779;3930;3703;6360;5071;3835;2929;1972;1262;575;36835
"150293 DOM ELISEU";5366;5831;6072;5824;10736;8795;5784;3624;1881;836;289;55038
"150295 ELDORADO DOS CARAJAS";3503;3679;3695;3497;5882;4461;3428;2514;1479;654;194;32986
"150300 FARO";955;1003;948;873;1347;958;702;552;341;202;83;7964
"150304 FLORESTA DO ARAGUAIA";1837;1963;1963;1939;3380;2945;2106;1419;821;412;141;18926
"150307 GARRAFAO DO NORTE";2722;2939;3091;2966;4754;3477;2413;1537;1075;591;220;25785
"150309 GOIANESIA DO PARA";3713;3830;3816;3865;7283;6080;3617;2355;1342;629;159;36689
"150310 GURUPA";3960;4078;4024;3630;5530;3840;2499;1607;1040;570;236;31014
"150320 IGARAPE-ACU";3170;3578;3831;3923;7021;5466;4038;2893;1939;1118;486;37463
"150330 IGARAPE-MIRI";6561;6773;6494;6507;11558;8607;5611;3863;2500;1401;716;60591
"150340 INHANGAPI";987;1086;1141;1120;2042;1515;1149;807;522;280;126;10775
"150345 IPIXUNA DO PARA";5552;5918;6513;6368;11073;8588;5115;2703;1575;658;180;54243
"150350 IRITUIA";3305;3577;3559;3316;5574;4465;3177;2182;1729;933;450;32267
"150360 ITAITUBA";8962;9966;10793;10936;18871;14981;10957;7858;4265;1996;738;100323
"150370 ITUPIRANGA";5783;6058;5995;5679;9368;7288;5088;3727;2313;1059;376;52734
"150375 JACAREACANGA";1376;1471;1371;1172;2164;1764;1547;897;360;126;41;12289
"150380 JACUNDA";5116;5562;5751;5855;11135;8755;5845;3370;1980;1078;422;54869
"150390 JURUTI";6661;6564;6287;5711;9431;6874;4176;2786;1701;914;486;51591
"150400 LIMOEIRO DO AJURU";3080;3219;3304;3170;5060;3542;2316;1462;885;477;256;26771
"150405 MAE DO RIO";2821;3079;3117;2995;5319;4327;3060;1957;1320;745;356;29096
"150410 MAGALHAES BARATA";814;904;914;869;1418;1105;794;650;499;286;140;8393
"150420 MARABA";25133;26692;26058;25837;50493;40917;26443;16847;8823;4341;1598;253182
"150430 MARACANA";2769;3062;3242;3158;4922;3783;2918;2254;1642;984;467;29201
"150440 MARAPANIM";2387;2672;2889;2890;4655;3778;2937;2290;1625;1008;491;27622
"150442 MARITUBA";10060;10846;11517;11741;23308;21725;14216;7946;4084;1851;725;118019
"150445 MEDICILANDIA";2716;3010;3114;3020;5504;4547;3260;2161;1183;542;181;29238
"150450 MELGACO";3815;3792;3522;3218;4798;3201;1824;1018;580;262;154;26184
"150460 MOCAJUBA";3074;3382;3481;3200;5222;3714;2626;1684;1198;761;336;28678
"150470 MOJU";8622;9062;8888;8468;14081;10538;6845;4332;2600;1325;545;75306
"150475 MOJUI DOS CAMPOS";1348;1477;1587;1577;2644;2195;1750;1306;899;475;203;15461
"150480 MONTE ALEGRE";5306;5980;6389;6108;9606;8074;5990;4369;2948;1727;726;57223
"150490 MUANA";4079;4341;4354;4079;6899;5278;3394;2186;1274;661;328;36873
"150495 NOVA ESPERANCA DO PIRIA";2519;2538;2525;2398;3911;2956;1859;1114;698;299;77;20894
"150497 NOVA IPIXUNA";1561;1670;1690;1616;2734;2277;1571;1185;785;366;125;15580
"150500 NOVA TIMBOTEUA";1146;1312;1375;1332;2524;2238;1706;1235;861;509;234;14472
"150503 NOVO PROGRESSO";2419;2819;2783;2699;4548;3844;3197;2140;943;281;66;25739
"150506 NOVO REPARTIMENTO";7473;7797;7666;7299;12329;9957;6622;4469;2674;1204;345;67835
"150510 OBIDOS";5653;6012;5690;5117;8335;7056;5062;3602;2514;1445;593;51079
"150520 OEIRAS DO PARA";4178;4178;3929;3444;5177;3824;2418;1449;1032;517;256;30402
"150530 ORIXIMINA";7568;8176;8002;7224;11517;9352;6269;4413;2728;1497;607;67353
"150540 OUREM";1614;1786;1839;1794;3028;2450;1773;1240;851;500;223;17098
"150543 OURILANDIA DO NORTE";2869;3191;3146;3213;6238;4976;3149;1594;799;395;116;29686
"150548 PACAJA";4635;4861;4738;4669;7951;6222;4321;2996;1787;853;254;43287
"150549 PALESTINA DO PARA";755;809;789;770;1347;1064;759;605;427;212;94;7631
"150550 PARAGOMINAS";10788;11378;11459;11187;20873;16882;10750;6297;3211;1365;480;104670
"150553 PARAUAPEBAS";17682;18030;17648;18373;39075;31093;17473;9546;4023;1662;580;175185
"150555 PAU D'ARCO";527;575;606;624;1060;849;691;452;325;174;54;5937
"150560 PEIXE-BOI";654;747;808;774;1401;1165;902;716;462;275;150;8054
"150563 PICARRA";1292;1363;1401;1341;2231;1955;1471;982;607;263;89;12995
"150565 PLACAS";2913;3110;2980;2727;5029;4274;2577;1712;945;405;83;26755
"150570 PONTA DE PEDRAS";2926;3169;3129;2986;5271;3956;2806;1945;1077;586;319;28170
"150580 PORTEL";8473;8184;7634;6587;9499;6656;4008;2552;1634;831;357;56415
"150590 PORTO DE MOZ";5291;5202;4822;4465;6760;4469;2795;1546;904;516;210;36980
"150600 PRAINHA";3465;3719;3848;3488;5084;3891;2784;1884;1044;574;207;29988
"150610 PRIMAVERA";859;1011;1140;1097;1863;1484;1129;827;627;407;178;10622
"150611 QUATIPURU";1139;1342;1470;1365;2290;1876;1342;1009;628;388;172;13021
"150613 REDENCAO";6832;7639;8110;8234;14840;12880;9548;6111;3364;1768;617;79943
"150616 RIO MARIA";1449;1638;1715;1705;3311;2909;2237;1568;971;482;162;18147
"150618 RONDON DO PARA";4186;4768;4976;5007;9334;8006;5786;3865;2186;1053;404;49571
"150619 RUROPOLIS";4453;4867;4969;4679;8394;6798;4408;2998;1755;755;256;44332
"150620 SALINOPOLIS";3458;3799;4060;4181;7447;5944;4265;2834;1823;951;375;39137
"150630 SALVATERRA";2016;2178;2278;2300;3994;3088;2367;1629;1040;573;275;21738
"150635 SANTA BARBARA DO PARA";1684;1841;1965;1958;3428;2886;2150;1373;878;429;184;18776
"150640 SANTA CRUZ DO ARARI";776;843;908;967;1805;1434;954;638;362;209;72;8968
"150650 SANTA IZABEL DO PARA";5062;5703;6194;6546;13112;11084;7472;4452;2681;1424;601;64331
"150655 SANTA LUZIA DO PARA";1910;2101;2247;2195;3697;2732;1924;1379;894;561;235;19875
"150658 SANTA MARIA DAS BARREIRAS";1718;1882;1911;1776;2955;2812;2380;1811;1117;454;132;18948
"150660 SANTA MARIA DO PARA";1890;2205;2357;2341;4372;3778;2907;1924;1203;729;317;24023
"150670 SANTANA DO ARAGUAIA";5718;6409;6916;6731;12410;10830;6753;3924;2040;865;219;62815
"150680 SANTAREM";27657;30586;30980;30379;54280;43117;30589;21586;13116;7260;3239;292789
"150690 SANTAREM NOVO";648;680;704;710;1135;933;610;426;326;185;77;6434
"150700 SANTO ANTONIO DO TAUA";2683;2886;2952;2998;5277;4350;3005;2154;1404;763;288;28760
"150710 SAO CAETANO DE ODIVELAS";1577;1722;1809;1819;3172;2507;1844;1368;951;580;209;17558
"150715 SAO DOMINGOS DO ARAGUAIA";2410;2618;2643;2544;4181;3506;2406;1708;1277;762;280;24335
"150720 SAO DOMINGOS DO CAPIM";3934;3987;3781;3447;5307;3993;2663;1686;1280;691;288;31057
"150730 SAO FELIX DO XINGU";8921;9563;10661;10673;22314;20130;12720;6462;2917;1066;233;105660
"150740 SAO FRANCISCO DO PARA";1270;1443;1536;1543;2778;2346;1707;1322;892;525;219;15581
"150745 SAO GERALDO DO ARAGUAIA";2414;2612;2707;2652;4594;3865;2771;1915;1244;667;290;25731
"150746 SAO JOAO DA PONTA";587;598;573;556;993;754;580;444;289;183;93;5650
"150747 SAO JOAO DE PIRABAS";2071;2250;2323;2294;3973;3011;2090;1590;1165;701;334;21802
"150750 SAO JOAO DO ARAGUAIA";1419;1530;1498;1450;2289;1825;1403;1077;690;341;131;13653
"150760 SAO MIGUEL DO GUAMA";5461;5954;6081;5832;10110;8018;5536;3615;2408;1299;635;54949
"150770 SAO SEBASTIAO DA BOA VISTA";2852;2993;2880;2736;4685;3257;2117;1409;852;522;257;24560
"150775 SAPUCAIA";457;520;550;550;1013;838;693;447;236;98;30;5432
"150780 SENADOR JOSE PORFIRIO";1519;1523;1468;1367;2127;1781;1324;937;482;188;52;12768
"150790 SOURE";2213;2399;2451;2527;4397;3484;2645;1884;1188;701;296;24185
"150795 TAILANDIA";9333;9917;10654;10420;19128;14933;7906;4089;2237;1033;274;89924
"150796 TERRA ALTA";994;1087;1177;1206;1893;1535;1189;787;575;342;144;10929
"150797 TERRA SANTA";1692;1925;2048;1932;3187;2649;1700;1245;816;445;207;17846
"150800 TOME-ACU";6636;6850;6614;6446;11056;8652;5818;3603;2350;1302;481;59808
"150803 TRACUATEUA";3060;3247;3215;3146;5302;3991;2759;2006;1293;738;344;29101
"150805 TRAIRAO";1856;1848;1825;1821;3543;2911;1789;1262;681;267;70;17873
"150808 TUCUMA";3359;3598;3535;3653;7191;5882;4076;2657;1453;678;187;36269
"150810 TUCURUI";10151;11193;11270;11170;20607;16256;10559;7131;3717;1725;608;104387
"150812 ULIANOPOLIS";5170;5400;5626;5361;10051;8076;4897;2864;1378;561;143;49527
"150815 URUARA";4645;5057;4922;4800;8695;7194;4594;3004;1741;821;256;45729
"150820 VIGIA";4420;4869;5029;5102;9658;7842;5416;3782;2537;1387;609;50651
"150830 VISEU";7357;7457;7150;6536;10508;7491;4986;3604;2311;1285;546;59231
