"Municipio";"0 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"110175 VALE DO ANARI";970;863;811;891;1822;1713;1591;1236;789;388;130;11204
"110180 VALE DO PARAISO";488;474;469;512;1120;1013;1031;862;514;248;94;6825
"120001 ACRELANDIA";1440;1410;1395;1446;2858;2228;1878;1303;758;398;142;15256
"120005 ASSIS BRASIL";852;817;823;736;1271;1041;826;516;311;154;70;7417
"120010 BRASILEIA";2282;2342;2541;2580;4779;4035;3260;2157;1279;704;319;26278
"120013 BUJARI";974;951;957;994;1838;1452;1253;848;621;286;92;10266
"120017 CAPIXABA";1181;1111;1084;1221;2227;1455;1358;1043;619;326;108;11733
"120020 CRUZEIRO DO SUL";8884;8952;9666;9543;16047;13520;9591;5610;3531;2053;979;88376
"120025 EPITACIOLANDIA";1598;1648;1807;1846;3362;2728;2206;1570;915;502;229;18411
"120030 FEIJO";4246;4229;4273;3980;6127;4436;3206;2137;1172;696;278;34780
"120032 JORDAO";1406;1201;1123;1029;1497;996;605;255;124;52;29;8317
"120033 MANCIO LIMA";2195;2134;2085;1928;3366;2788;1907;1161;775;447;191;18977
"120034 MANOEL URBANO";1130;1069;1050;1005;1689;1376;982;563;338;167;90;9459
"120035 MARECHAL THAUMATURGO";2830;2623;2542;2366;3450;2249;1381;752;389;203;82;18867
"120038 PLACIDO DE CASTRO";1869;1917;1960;1893;3298;2677;2330;1860;1138;570;249;19761
"120039 PORTO WALTER";1956;1788;1589;1385;2017;1429;931;479;242;113;53;11982
"120040 RIO BRANCO";31483;33530;39513;41496;75164;67744;51254;33543;20097;9350;4145;407319
"120042 RODRIGUES ALVES";2503;2276;2221;2251;3394;2525;1855;994;524;287;100;18930
"120043 SANTA ROSA DO PURUS";1084;859;798;798;1213;851;464;308;109;45;11;6540
"120045 SENADOR GUIOMARD";2083;2104;2230;2270;3941;3381;2822;1912;1313;676;292;23024
"120050 SENA MADUREIRA";4512;4434;4803;4948;8575;7345;4970;2990;1807;998;466;45848
"120060 TARAUACA";5550;5394;5413;4820;7449;5363;3619;2387;1367;817;388;42567
"120070 XAPURI";1782;1788;1878;1939;3573;2847;2220;1549;958;542;247;19323
"120080 PORTO ACRE";1728;1723;1750;1840;3316;2484;2157;1577;1030;635;264;18504
"130002 ALVARAES";2428;2158;1889;1702;2831;1985;1386;863;455;245;99;16041
"130006 AMATURA";1485;1408;1251;1102;2280;1657;1143;653;327;166;64;11536
"130008 ANAMA";1568;1448;1325;1365;2686;2078;1500;857;427;246;114;13614
"130010 ANORI";2486;2410;2185;2029;4131;3217;2190;1208;628;356;170;21010
"130014 APUI";1872;1774;1700;1964;4586;3947;2681;1858;1057;425;109;21973
"130020 ATALAIA DO NORTE";2570;2385;2248;2066;4102;2972;1696;994;510;267;111;19921
"130030 AUTAZES";4865;4630;4045;3656;6947;5169;4055;3056;1744;952;446;39565
"130040 BARCELOS";2517;2600;2565;2834;6061;4162;2666;2099;1284;557;157;27502
"130050 BARREIRINHA";4580;4244;3545;3161;5733;3844;2793;1951;1183;647;360;32041
"130060 BENJAMIN CONSTANT";5769;5694;5344;4338;7617;5635;3649;2492;1353;731;362;42984
"130063 BERURI";2868;2594;2247;2031;3301;2443;1713;1248;708;357;169;19679
"130068 BOA VISTA DO RAMOS";2397;2304;2051;2011;3739;2506;1808;1208;696;322;165;19207
"130070 BOCA DO ACRE";3685;3622;3367;3189;6165;5089;3896;2513;1539;863;380;34308
"130080 BORBA";5219;4807;4210;3935;7781;5909;3987;2467;1528;840;478;41161
"130083 CAAPIRANGA";1573;1495;1350;1280;2456;1899;1373;791;514;254;96;13081
"130090 CANUTAMA";1510;1430;1298;1345;2874;2510;2006;1333;791;398;134;15629
"130100 CARAUARI";3497;3344;2998;2845;5343;3873;2677;1830;1068;573;246;28294
"130110 CAREIRO";3934;4009;3573;3467;7004;5612;4544;2835;1719;837;335;37869
"130115 CAREIRO DA VARZEA";2882;2921;2731;2540;5286;4487;4008;2800;1471;790;309;30225
"130120 COARI";9342;9188;9051;8927;17044;13083;8302;4865;3064;1543;688;85097
"130130 CODAJAS";3144;2956;2796;2916;5720;4680;2934;1803;989;488;211;28637
"130140 EIRUNEPE";4575;4338;3914;3431;6402;4930;3248;2164;1317;677;277;35273
"130150 ENVIRA";2579;2485;2243;2052;3800;2842;1821;1095;599;332;185;20033
"130160 FONTE BOA";2331;2174;1983;1776;3132;2339;1583;1020;695;396;180;17609
"130165 GUAJARA";2126;1960;1781;1757;3149;2391;1567;1088;498;256;105;16678
"130170 HUMAITA";5440;5300;5108;5395;10837;8717;6211;4112;2354;1150;456;55080
"130180 IPIXUNA";4700;3796;3206;3008;4900;4426;2511;1671;851;452;168;29689
"130185 IRANDUBA";5278;5209;4923;4607;8185;6655;5631;3812;2329;1172;495;48296
"130190 ITACOATIARA";10929;10767;9922;9243;18034;14699;11562;7680;4853;2497;1151;101337
"130195 ITAMARATI";1085;941;804;794;1512;1155;725;438;237;126;34;7851
"130200 ITAPIRANGA";979;960;891;848;1670;1297;1021;700;435;245;102;9148
"130210 JAPURA";351;367;339;300;500;381;266;138;59;35;19;2755
"130220 JURUA";1959;1813;1686;1628;2822;2029;1320;748;410;209;88;14712
"130230 JUTAI";2299;1955;1614;1388;2444;1768;1148;800;495;290;116;14317
"130240 LABREA";5383;5108;4725;4504;8472;6945;4599;3137;1875;921;400;46069
"130250 MANACAPURU";10533;10512;9832;9443;18081;14298;10389;6804;4150;2264;1071;97377
"130255 MANAQUIRI";3782;3653;3336;3186;5867;4731;3216;2348;1170;593;223;32105
"130260 MANAUS";174492;180986;193368;199625;401241;374222;293231;189920;109310;46984;19384;2182763
"130270 MANICORE";6234;6087;5487;5277;10919;8352;5770;3806;2179;1146;494;55751
"130280 MARAA";2385;2360;2159;2077;3639;2521;1427;892;444;236;84;18224
"130290 MAUES";8483;8001;6994;6124;11356;8518;5839;4058;2674;1153;705;63905
"130300 NHAMUNDA";2349;2229;1934;1870;3866;3098;2375;1670;950;555;277;21173
"130310 NOVA OLINDA DO NORTE";4207;3988;3702;3727;7276;5655;3824;2575;1422;613;389;37378
"130320 NOVO AIRAO";2193;2142;1950;1734;3489;2854;2136;1496;875;399;186;19454
"130330 NOVO ARIPUANA";2687;2472;2250;2446;4994;4127;2875;1889;1087;560;257;25644
"130340 PARINTINS";12519;12502;11576;10883;21092;16180;11865;8211;5308;2742;1395;114273
"130350 PAUINI";2531;2411;2263;2135;3603;2820;1644;1029;580;301;109;19426
"130353 PRESIDENTE FIGUEIREDO";3733;3687;3493;3561;7007;5011;4035;3030;1856;679;187;36279
"130356 RIO PRETO DA EVA";3134;3056;3034;3360;6286;5139;4103;2661;1590;741;243;33347
"130360 SANTA ISABEL DO RIO NEGRO";3957;3711;3354;2576;4151;2942;1957;1223;674;421;190;25156
"130370 SANTO ANTONIO DO ICA";3018;2779;2327;2099;4239;3079;1773;1100;680;338;170;21602
"130380 SAO GABRIEL DA CACHOEIRA";5468;5312;5061;4683;8206;5784;4416;3155;1885;1118;476;45564
"130390 SAO PAULO DE OLIVENCA";5119;4706;4157;3909;7345;5381;3531;2619;1320;851;361;39299
"130395 SAO SEBASTIAO DO UATUMA";1717;1591;1449;1465;2622;2014;1480;927;482;205;68;14020
"130400 SILVES";1161;1086;929;799;1600;1140;985;705;459;212;95;9171
"130406 TABATINGA";8144;7694;7433;6830;11889;9243;6456;4226;2320;1130;479;65844
"130410 TAPAUA";1971;1816;1647;1620;3217;2550;1647;1238;866;411;173;17156
"130420 TEFE";7232;6989;6560;6064;10725;8619;5908;3685;2273;1242;552;59849
"130423 TONANTINS";2614;2432;2152;1908;3735;2601;1491;907;512;281;122;18755
"130426 UARINI";1937;1720;1499;1402;2492;1813;1228;703;428;232;86;13540
"130430 URUCARA";1935;1864;1622;1482;2791;2016;1749;1312;814;465;206;16256
"130440 URUCURITUBA";2807;2607;2292;2131;4406;3414;2227;1526;940;458;257;23065
"140002 AMAJARI";2060;1644;1355;1256;2202;1629;1191;775;454;173;57;12796
"140005 ALTO ALEGRE";2034;2091;1731;1326;2508;1904;1441;1207;782;360;126;15510
"140010 BOA VISTA";33436;32369;33383;35341;80251;74980;50956;31523;17340;7071;2563;399213
"140015 BONFIM";1662;1449;1225;1178;2276;1492;1226;864;670;272;95;12409
"140017 CANTA";2108;1914;1579;1513;3187;2496;2178;1720;1048;463;129;18335
"140020 CARACARAI";2257;2103;1893;1972;4334;3476;2637;1754;976;405;119;21926
"140023 CAROEBE";1043;967;841;803;1892;1786;1265;841;444;222;65;10169
"140028 IRACEMA";1252;1145;1007;987;2250;2034;1512;977;515;210;61;11950
"140030 MUCAJAI";1743;1651;1485;1468;3385;2970;2205;1497;892;426;131;17853
"140040 NORMANDIA";1773;1576;1314;1185;2177;1278;826;545;349;187;80;11290
"140045 PACARAIMA";2434;2118;1729;1597;3357;2298;1806;1104;627;247;84;17401
"140047 RORAINOPOLIS";2682;2616;2450;2684;6399;5715;3326;2270;1297;573;151;30163
"140050 SAO JOAO DA BALIZA";813;765;719;720;1597;1517;969;584;316;161;40;8201
"140060 SAO LUIZ";592;571;538;589;1718;1699;994;647;403;174;61;7986
"140070 UIRAMUTA";1911;1635;1352;1093;1835;1200;671;441;243;121;57;10559
"150010 ABAETETUBA";12514;12938;14096;14581;30677;26938;19172;12616;8080;4218;1868;157698
"150013 ABEL FIGUEIREDO";604;638;692;689;1323;1149;898;708;407;232;94;7434
"150020 ACARA";5559;5626;5795;5572;10405;8013;6097;4267;2380;1338;539;55591
"150030 AFUA";4712;4475;4419;4340;7530;5289;3659;2313;1450;707;324;39218
"150034 AGUA AZUL DO NORTE";1914;1956;2261;2768;5622;5464;3942;2065;929;398;111;27430
"150040 ALENQUER";6032;5912;5693;5203;9954;7949;6404;4235;2972;1640;795;56789
"150050 ALMEIRIM";3367;3428;3504;3298;6366;4819;3813;2730;1713;762;309;34109
"150060 ALTAMIRA";9075;9702;10937;11054;21033;18539;14136;9909;6167;2854;1188;114594
"150070 ANAJAS";3909;3578;3511;3305;5379;3848;2547;1522;984;485;209;29277
"150080 ANANINDEUA";33921;36645;43711;47298;94528;92356;76445;53085;33130;14283;5196;530598
"150085 ANAPU";2868;2883;2902;2671;5207;4427;3207;1946;1129;497;153;27890
"150090 AUGUSTO CORREA";5096;4924;4845;4575;8562;6553;4638;3204;2063;1085;453;45998
"150095 AURORA DO PARA";2959;2790;2803;3063;6187;5178;3669;2317;1373;728;271;31338
"150100 AVEIRO";1798;1781;1662;1597;3026;2084;1617;1252;889;473;209;16388
"150110 BAGRE";4084;3662;3438;3402;6159;4258;2717;1497;897;410;149;30673
"150120 BAIAO";4462;4333;4536;4894;9299;7855;5473;3251;2004;961;378;47446
"150125 BANNACH";274;270;283;274;501;479;439;337;257;130;42;3286
"150130 BARCARENA";10812;11091;11911;11985;24690;21294;14729;9597;5367;2284;920;124680
"150140 BELEM";84462;94538;116066;122279;241658;255060;222212;165562;110052;55758;25098;1492745
"150145 BELTERRA";1690;1625;1611;1643;3031;2405;2140;1592;1090;610;295;17732
"150150 BENEVIDES";4753;4905;5579;6102;11738;10468;8565;5486;3150;1394;597;62737
"150157 BOM JESUS DO TOCANTINS";1381;1391;1505;1568;2983;2740;2181;1622;935;480;195;16981
"150160 BONITO";1572;1534;1603;1543;2955;2838;1952;1136;697;310;146;16286
"150170 BRAGANCA";11444;11622;12385;11961;23110;20926;15035;9991;6353;3322;1537;127686
"150172 BRASIL NOVO";1199;1264;1306;1238;2547;2263;1970;1603;959;523;214;15086
"150175 BREJO GRANDE DO ARAGUAIA";636;655;691;648;1295;1085;881;671;478;234;106;7380
"150178 BREU BRANCO";6851;6572;6712;6762;12748;10127;6936;4451;2927;1444;516;66046
"150180 BREVES";11998;11538;11432;10974;18848;13939;9991;6438;4370;2153;1020;102701
"150190 BUJARU";2923;2906;2961;2976;5433;4277;3284;2086;1253;723;310;29132
"150195 CACHOEIRA DO PIRIA";4117;3691;3652;3964;6395;5159;3381;2051;952;410;128;33900
"150200 CACHOEIRA DO ARARI";2172;2104;2129;2137;4398;3909;2734;2039;1171;628;346;23767
"150210 CAMETA";13849;13728;13876;13384;26287;21577;14569;9198;6304;3471;1647;137890
"150215 CANAA DOS CARAJAS";3591;3595;3755;3725;7420;6673;4398;2247;1060;473;148;37085
"150220 CAPANEMA";4817;5272;5900;5948;12030;11610;9188;6622;4333;2188;1119;69027
"150230 CAPITAO POCO";4638;4661;4848;5098;10244;8648;6598;4628;2762;1488;690;54303
"150240 CASTANHAL";14605;15816;18369;18676;37255;34729;26158;17305;10576;5121;2183;200793
"150250 CHAVES";2831;2684;2611;2477;4175;3235;2417;1591;975;504;217;23717
"150260 COLARES";1080;1121;1127;992;1988;1784;1367;1139;764;487;236;12085
"150270 CONCEICAO DO ARAGUAIA";3570;3773;4071;4091;8130;7072;6343;4849;3283;1883;799;47864
"150275 CONCORDIA DO PARA";3322;3381;3542;3336;6489;5169;3437;2202;1334;771;335;33318
"150276 CUMARU DO NORTE";1199;1129;1200;1290;2422;2242;1906;1282;579;190;34;13473
"150277 CURIONOPOLIS";1483;1544;1629;1550;3225;2490;1965;1690;1335;716;302;17929
"150280 CURRALINHO";4541;4221;4103;3771;6322;4718;3067;1777;1060;592;276;34448
"150285 CURUA";1712;1552;1489;1486;2638;2133;1440;964;577;280;122;14393
"150290 CURUCA";3425;3418;3534;3583;6855;6158;4852;3696;2404;1415;726;40066
"150293 DOM ELISEU";5182;5231;5822;6140;11379;10189;7059;4656;2527;1140;394;59719
"150295 ELDORADO DOS CARAJAS";3224;3201;3296;3220;6078;5009;3885;2980;1725;921;269;33808
"150300 FARO";783;757;767;714;1265;903;741;571;401;198;94;7194
"150304 FLORESTA DO ARAGUAIA";1775;1806;1845;1811;3821;3152;2664;1711;1006;523;190;20304
"150307 GARRAFAO DO NORTE";2566;2447;2460;2615;5065;3891;2835;1952;1204;748;283;26066
"150309 GOIANESIA DO PARA";3684;3653;3811;3888;7915;6878;4921;2947;1772;752;254;40475
"150310 GURUPA";3963;3758;3779;3716;6247;4599;3145;2006;1190;696;277;33376
"150320 IGARAPE-ACU";2944;3081;3337;3449;7147;6383;4709;3550;2344;1271;592;38807
"150330 IGARAPE-MIRI";6076;6156;6338;5805;11419;9893;7025;4494;3083;1615;794;62698
"150340 INHANGAPI";982;997;1064;1055;2137;1923;1387;1049;633;337;147;11711
"150345 IPIXUNA DO PARA";6169;5875;6230;7287;13496;11223;7097;3690;1862;885;239;64053
"150350 IRITUIA";3040;3065;3069;2931;5576;4844;3784;2684;1884;1155;518;32550
"150360 ITAITUBA";8006;8354;9224;9885;19685;15802;11825;9150;5693;2639;984;101247
"150370 ITUPIRANGA";5310;5240;5302;5170;9685;7986;6053;4174;2584;1312;453;53269
"150375 JACAREACANGA";798;826;962;970;1440;1181;901;703;291;131;36;8239
"150380 JACUNDA";4928;5169;5790;5839;11329;10433;7044;4348;2480;1262;533;59155
"150390 JURUTI";7154;6421;6004;5797;11017;9126;5632;3212;2049;1036;495;57943
"150400 LIMOEIRO DO AJURU";3094;2957;3026;3081;5712;4223;2977;1870;1133;582;280;28935
"150405 MAE DO RIO";2604;2710;2920;2844;5298;4732;3647;2427;1604;884;407;30077
"150410 MAGALHAES BARATA";753;785;792;750;1455;1298;926;768;545;320;156;8548
"150420 MARABA";24352;25267;28104;27569;52764;48306;32877;20917;11945;5170;2078;279349
"150430 MARACANA";2595;2549;2526;2625;5391;4175;3400;2703;1865;1111;533;29473
"150440 MARAPANIM";2271;2278;2275;2375;5110;4194;3549;2695;1889;1127;573;28336
"150442 MARITUBA";9911;10004;11423;12901;25618;23824;18548;10433;5575;2393;891;131521
"150445 MEDICILANDIA";2628;2673;2923;3058;5821;5315;4001;2669;1557;710;242;31597
"150450 MELGACO";3724;3524;3407;3150;5562;3664;2300;1257;645;290;131;27654
"150460 MOCAJUBA";3067;3070;3184;3200;5758;4700;3274;2138;1430;873;442;31136
"150470 MOJU";8599;8510;8620;8318;15587;12640;8942;5433;3185;1615;645;82094
"150475 MOJUI DOS CAMPOS";1272;1274;1312;1323;2789;2459;2148;1656;1011;588;252;16084
"150480 MONTE ALEGRE";4953;4972;5036;5190;10544;8429;7206;5220;3617;1951;914;58032
"150490 MUANA";4129;4031;4194;4274;7615;6369;4368;2708;1536;770;355;40349
"150495 NOVA ESPERANCA DO PIRIA";2383;2209;2207;2242;4155;3133;2317;1412;749;440;121;21368
"150497 NOVA IPIXUNA";1538;1506;1564;1552;2922;2612;2010;1380;945;491;158;16678
"150500 NOVA TIMBOTEUA";1083;1146;1256;1276;2481;2542;2102;1532;1056;600;289;15363
"150503 NOVO PROGRESSO";2229;2590;2970;2824;4894;3308;2807;2383;1244;422;91;25762
"150506 NOVO REPARTIMENTO";7675;7474;7469;7338;14260;12116;8636;5533;3303;1610;505;75919
"150510 OBIDOS";5256;5275;5254;4714;8618;7519;6095;4221;2880;1599;706;52137
"150520 OEIRAS DO PARA";4154;3880;3748;3462;5824;4469;3076;1804;1154;664;277;32512
"150530 ORIXIMINA";7537;7589;7709;7286;13141;10588;7833;5301;3517;1816;779;73096
"150540 OUREM";1519;1565;1619;1554;3223;2756;2166;1594;996;578;272;17842
"150543 OURILANDIA DO NORTE";2842;3064;3420;3448;6973;5975;3693;1887;925;447;158;32832
"150548 PACAJA";4567;4623;4663;4396;8879;7712;5556;3717;2191;1047;355;47706
"150549 PALESTINA DO PARA";686;683;704;670;1303;1123;919;668;473;252;108;7589
"150550 PARAGOMINAS";10384;10412;11500;11997;21929;18870;13074;7865;4524;1935;655;113145
"150553 PARAUAPEBAS";18542;18450;21164;22403;44176;39095;23116;12415;5920;2221;771;208273
"150555 PAU D'ARCO";431;458;482;472;983;820;713;529;348;178;69;5483
"150560 PEIXE-BOI";593;614;660;686;1347;1298;1022;815;558;310;174;8077
"150563 PICARRA";1166;1150;1168;1198;2322;1934;1698;1156;709;363;117;12981
"150565 PLACAS";3106;3034;3112;3125;5893;5202;3574;2142;1155;501;138;30982
"150570 PONTA DE PEDRAS";2942;2966;3167;3076;5698;4869;3465;2451;1436;665;347;31082
"150580 PORTEL";8802;7974;7499;6992;11213;7962;5323;2950;1927;988;413;62043
"150590 PORTO DE MOZ";5380;5152;5160;4668;7859;5441;3516;2025;1088;603;243;41135
"150600 PRAINHA";3200;3079;3000;3092;5602;4079;3296;2247;1350;646;275;29866
"150610 PRIMAVERA";799;807;853;952;1931;1659;1329;1079;713;472;231;10825
"150611 QUATIPURU";1123;1098;1163;1285;2471;2200;1672;1215;751;419;211;13608
"150613 REDENCAO";6321;6765;7694;7954;15719;13685;10995;7787;4700;2256;911;84787
"150616 RIO MARIA";1273;1360;1513;1562;3168;3048;2475;1858;1152;573;211;18193
"150618 RONDON DO PARA";3833;4195;4777;4811;9419;8886;6866;4913;2811;1339;507;52357
"150619 RUROPOLIS";4695;4677;4763;4860;9815;8695;5759;3746;2216;961;323;50510
"150620 SALINOPOLIS";3206;3304;3537;3701;7617;6714;5200;3558;2260;1122;456;40675
"150630 SALVATERRA";2024;2021;2135;2161;4502;3634;3036;2027;1221;677;314;23752
"150635 SANTA BARBARA DO PARA";1688;1753;1865;1942;3873;3336;2800;1961;1092;543;226;21079
"150640 SANTA CRUZ DO ARARI";805;818;881;919;2020;1765;1307;853;439;227;94;10128
"150650 SANTA IZABEL DO PARA";4852;5195;6053;6715;13581;12879;9542;6048;3425;1754;757;70801
"150655 SANTA LUZIA DO PARA";1752;1734;1829;1891;3672;3085;2260;1578;1124;621;302;19848
"150658 SANTA MARIA DAS BARREIRAS";1777;1754;1797;1882;3591;3192;2846;2265;1487;661;197;21449
"150660 SANTA MARIA DO PARA";1743;1844;2065;2220;4324;4090;3386;2419;1560;806;404;24861
"150670 SANTANA DO ARAGUAIA";6087;6112;6862;7973;15118;12739;8820;4861;2729;1190;326;72817
"150680 SANTAREM";25487;26928;29791;28535;54259;48647;36490;25300;16717;8501;3934;304589
"150690 SANTAREM NOVO";624;623;598;572;1292;1047;759;534;347;218;95;6709
"150700 SANTO ANTONIO DO TAUA";2669;2760;2866;2753;5789;4982;4080;2631;1702;900;350;31482
"150710 SAO CAETANO DE ODIVELAS";1478;1498;1548;1561;3231;2831;2252;1614;1161;597;279;18050
"150715 SAO DOMINGOS DO ARAGUAIA";2286;2333;2371;2300;4407;3829;3029;2121;1502;949;430;25557
"150720 SAO DOMINGOS DO CAPIM";3690;3611;3504;3168;5744;4423;3263;2048;1344;858;336;31989
"150730 SAO FELIX DO XINGU";10263;9452;10077;12552;27179;26649;18132;8906;3651;1305;315;128481
"150740 SAO FRANCISCO DO PARA";1159;1226;1340;1354;2691;2464;2086;1577;1111;596;278;15882
"150745 SAO GERALDO DO ARAGUAIA";2105;2139;2218;2224;4464;3961;3000;2184;1440;773;339;24847
"150746 SAO JOAO DA PONTA";593;571;553;511;1068;951;718;540;342;191;101;6139
"150747 SAO JOAO DE PIRABAS";2025;1994;2026;2078;4254;3587;2645;1894;1339;810;393;23045
"150750 SAO JOAO DO ARAGUAIA";1270;1336;1356;1242;2435;1980;1631;1278;840;452;176;13996
"150760 SAO MIGUEL DO GUAMA";5294;5385;5823;5841;10699;9296;6844;4574;2862;1645;723;58986
"150770 SAO SEBASTIAO DA BOA VISTA";2832;2784;2892;2699;4945;4079;2688;1749;1083;592;297;26640
"150775 SAPUCAIA";428;459;511;545;1103;971;770;616;333;149;45;5930
"150780 SENADOR JOSE PORFIRIO";1240;1162;1120;1154;2086;1584;1408;1070;562;213;59;11658
"150790 SOURE";2077;2172;2288;2242;4692;3972;3052;2281;1479;756;363;25374
"150795 TAILANDIA";10182;9690;10841;12887;23029;18106;11088;5781;2931;1381;423;106339
"150796 TERRA ALTA";972;1002;1012;1025;2169;1811;1423;1072;650;406;178;11720
"150797 TERRA SANTA";1647;1668;1745;1770;3421;2954;2346;1466;1013;504;235;18769
"150800 TOME-ACU";6295;6313;6534;6138;11635;9700;7176;4555;2879;1582;640;63447
"150803 TRACUATEUA";2985;3010;3012;2823;5744;4750;3470;2381;1535;845;404;30959
"150805 TRAIRAO";1781;1640;1660;1784;3658;3343;2288;1473;884;377;101;18989
"150808 TUCUMA";3242;3395;3698;3623;7684;6802;4767;3281;1947;881;282;39602
"150810 TUCURUI";9777;10524;11942;11593;21611;18643;12802;8408;5334;2200;825;113659
"150812 ULIANOPOLIS";5656;5369;5894;6642;11984;9332;6950;3862;2230;1033;258;59210
"150815 URUARA";4105;4355;4718;4551;8604;7171;5312;3391;1962;979;328;45476
"150820 VIGIA";4201;4373;4745;4790;9784;9030;6833;4557;3012;1636;725;53686
