"Municipio";"0 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"110100 GOVERNADOR JORGE TEIXEIRA";915;1154;1194;1137;1884;1593;1337;896;553;265;92;11020
"110110 ITAPUA DO OESTE";914;921;985;888;1365;1241;974;710;405;164;49;8616
"110120 MINISTRO ANDREAZZA";944;1067;1163;1141;1783;1638;1260;808;505;278;87;10674
"110130 MIRANTE DA SERRA";999;1300;1303;1251;2112;1822;1377;998;591;379;127;12259
"110140 MONTE NEGRO";1302;1573;1600;1404;2413;2130;1622;1129;688;346;84;14291
"110143 NOVA UNIAO";654;776;863;871;1285;1178;903;609;359;169;61;7728
"110145 PARECIS";474;494;498;513;863;680;600;368;214;92;24;4820
"110146 PIMENTEIRAS DO OESTE";255;253;263;222;375;371;286;182;120;41;19;2387
"110147 PRIMAVERA DE RONDONIA";268;357;406;335;595;548;481;331;203;102;46;3672
"110148 SAO FELIPE D'OESTE";466;559;603;586;1033;964;816;599;375;187;57;6245
"110149 SAO FRANCISCO DO GUAPORE";1586;1747;1802;1657;2856;2502;1786;1152;640;267;72;16067
"110150 SERINGUEIRAS";1008;1319;1342;1275;2033;1800;1427;928;459;252;60;11903
"110155 TEIXEIROPOLIS";383;452;523;525;875;723;658;387;298;170;68;5062
"110160 THEOBROMA";944;1118;1170;1080;1826;1651;1310;948;547;270;72;10936
"110170 URUPA";1104;1300;1364;1377;2408;1946;1540;1238;722;326;110;13435
"110175 VALE DO ANARI";860;1020;1020;941;1586;1360;1120;818;469;216;51;9461
"110180 VALE DO PARAISO";659;801;915;892;1452;1280;1080;738;432;221;69;8539
"120001 ACRELANDIA";1499;1602;1591;1296;2072;1743;1281;870;510;239;66;12769
"120005 ASSIS BRASIL";904;795;697;641;1088;805;528;357;207;104;54;6180
"120010 BRASILEIA";2449;2598;2454;2236;3791;3116;2175;1395;868;479;197;21758
"120013 BUJARI";1031;1103;1055;834;1424;1176;789;635;380;132;74;8633
"120017 CAPIXABA";1049;1195;1168;855;1282;1180;908;601;369;150;55;8812
"120020 CRUZEIRO DO SUL";10438;10768;10001;8659;15109;10475;6332;4284;2745;1443;724;80978
"120025 EPITACIOLANDIA";1771;1805;1720;1576;2713;2177;1558;955;615;338;145;15373
"120030 FEIJO";5322;4994;4496;3566;5625;3857;2530;1508;1052;493;235;33678
"120032 JORDAO";1317;1186;964;713;1054;672;369;202;90;50;36;6653
"120033 MANCIO LIMA";2232;2138;2007;1630;2741;1866;1131;809;504;246;113;15417
"120034 MANOEL URBANO";1215;1195;1086;854;1376;977;610;415;231;147;58;8164
"120035 MARECHAL THAUMATURGO";2630;2429;2071;1648;2340;1404;806;473;276;143;45;14265
"120038 PLACIDO DE CASTRO";2180;2272;2105;1746;2812;2308;1764;1208;742;399;159;17695
"120039 PORTO WALTER";1769;1615;1364;920;1428;958;526;341;174;88;44;9227
"120040 RIO BRANCO";36355;36771;35888;33741;67425;52766;35949;22681;11920;5994;2955;342445
"120042 RODRIGUES ALVES";2230;2356;1992;1484;2397;1710;987;634;415;175;70;14450
"120043 SANTA ROSA DO PURUS";913;799;586;479;833;498;252;147;106;32;13;4658
"120045 SENADOR GUIOMARD";2408;2532;2367;2049;3554;2838;2024;1453;887;467;191;20770
"120050 SENA MADUREIRA";4849;5048;4724;4163;7272;4964;3165;2179;1361;708;357;38790
"120060 TARAUACA";6008;5571;4777;3929;5945;3912;2603;1647;1088;589;282;36351
"120070 XAPURI";1927;2044;1977;1675;2751;2164;1532;1068;718;386;182;16424
"120080 PORTO ACRE";1769;1969;1867;1506;2327;2014;1472;1027;670;352;123;15096
"130002 ALVARAES";2358;2197;1905;1596;2328;1553;964;614;392;198;71;14176
"130006 AMATURA";1356;1158;1308;1068;1709;1215;723;432;284;125;61;9439
"130008 ANAMA";1239;1355;1340;1115;1822;1324;816;460;324;190;65;10050
"130010 ANORI";2061;2074;2163;1844;2870;2138;1315;735;512;297;130;16139
"130014 APUI";1731;1888;2087;1821;3561;2702;1970;1277;635;218;59;17949
"130020 ATALAIA DO NORTE";2207;1949;1919;1855;2881;1809;1122;588;357;189;65;14941
"130030 AUTAZES";4400;4299;4210;3437;5087;3788;2768;1811;1208;656;328;31992
"130040 BARCELOS";2780;2955;3465;3139;5470;3152;2157;1514;968;386;97;26083
"130050 BARREIRINHA";4227;4113;3821;3017;4123;2935;2046;1358;912;546;324;27422
"130060 BENJAMIN CONSTANT";5229;4428;4188;3821;5780;3673;2504;1577;1008;587;255;33050
"130063 BERURI";2419;2385;2122;1673;2435;1579;1123;745;474;270;121;15346
"130068 BOA VISTA DO RAMOS";2016;2134;2105;1705;2453;1693;1132;766;438;244;138;14824
"130070 BOCA DO ACRE";3703;3796;3880;3406;5430;4025;2670;1837;1221;640;279;30887
"130080 BORBA";4923;4707;4648;4093;6125;3977;2605;1797;1094;635;418;35022
"130083 CAAPIRANGA";1434;1425;1472;1219;1974;1404;846;602;364;177;59;10976
"130090 CANUTAMA";1575;1613;1686;1452;2578;1879;1334;864;500;229;66;13776
"130100 CARAUARI";3551;3657;3730;3028;4426;2980;2038;1252;803;413;177;26055
"130110 CAREIRO";3808;4010;4223;3408;5695;4588;3042;2067;1205;615;208;32869
"130115 CAREIRO DA VARZEA";2536;2634;2835;2528;3863;3360;2503;1591;1124;558;204;23736
"130120 COARI";9692;9643;10057;9243;15166;9382;5762;3758;2209;1189;496;76597
"130130 CODAJAS";2697;3117;3022;2750;4289;2920;1883;1148;728;370;172;23096
"130140 EIRUNEPE";4519;4211;4050;3645;5443;3478;2317;1495;968;478;210;30814
"130150 ENVIRA";2338;2256;2318;1893;2956;1938;1159;646;397;272;102;16275
"130160 FONTE BOA";3704;3190;3120;2681;4363;2779;1661;1129;732;382;180;23921
"130165 GUAJARA";1920;2066;2050;1697;2383;1535;1084;599;378;179;81;13972
"130170 HUMAITA";4802;5423;5841;5043;8194;5526;3866;2560;1597;802;305;43959
"130180 IPIXUNA";3787;3397;2848;2151;3822;2540;1587;832;563;259;106;21892
"130185 IRANDUBA";5072;5127;4988;4248;7020;5390;3641;2540;1619;866;309;40820
"130190 ITACOATIARA";10609;10578;10657;9223;15086;11555;7765;5520;3402;1866;834;87095
"130195 ITAMARATI";1237;1183;1152;909;1527;992;566;336;227;75;34;8238
"130200 ITAPIRANGA";986;1044;1048;949;1397;1016;714;513;362;175;81;8285
"130210 JAPURA";1219;1041;1121;932;1502;971;637;306;157;88;39;8013
"130220 JURUA";1535;1566;1468;1226;1886;1237;759;431;279;143;61;10591
"130230 JUTAI";3447;2838;2518;2081;3069;1959;1251;763;525;271;90;18812
"130240 LABREA";4917;4954;4786;4177;6841;4429;3136;2105;1288;674;266;37573
"130250 MANACAPURU";10316;10818;11174;9544;15187;10777;7270;4818;3151;1816;748;85619
"130255 MANAQUIRI";2844;2872;2839;2303;3894;2720;2035;1273;876;423;158;22237
"130260 MANAUS";174084;171448;182759;174694;365705;299112;202968;123916;61015;29543;12895;1798139
"130270 MANICORE";5778;5954;6262;5484;8320;5816;3944;2572;1675;855;393;47053
"130280 MARAA";2701;2601;2473;2081;3385;2061;1208;657;419;177;73;17836
"130290 MAUES";7702;7067;6756;5686;8608;5717;4141;3091;1591;1119;573;52051
"130300 NHAMUNDA";2202;2387;2375;2120;3082;2189;1578;1050;736;434;197;18350
"130310 NOVA OLINDA DO NORTE";3791;3973;4118;3593;5498;3617;2559;1645;866;533;414;30607
"130320 NOVO AIRAO";1907;1738;1749;1621;2630;1772;1264;909;509;279;127;14505
"130330 NOVO ARIPUANA";2474;2786;2788;2399;3888;2739;1824;1182;764;432;168;21444
"130340 PARINTINS";12692;13223;13551;11591;17607;12449;8759;6055;3706;2248;1004;102885
"130350 PAUINI";2755;2621;2489;1996;3515;2091;1303;828;510;237;79;18424
"130353 PRESIDENTE FIGUEIREDO";3087;3109;3301;2700;4634;3802;2808;1932;924;333;100;26730
"130356 RIO PRETO DA EVA";2802;2901;3027;2600;4978;3779;2392;1599;862;368;104;25412
"130360 SANTA ISABEL DO RIO NEGRO";3171;2483;2310;1857;2830;1996;1298;784;575;334;104;17742
"130370 SANTO ANTONIO DO ICA";3954;3564;3537;2944;4405;2962;1833;1079;586;293;197;25354
"130380 SAO GABRIEL DA CACHOEIRA";5218;4838;4687;3924;6396;4843;3305;2138;1450;708;346;37853
"130390 SAO PAULO DE OLIVENCA";4618;4342;4184;3515;5371;3700;2490;1297;984;503;208;31212
"130395 SAO SEBASTIAO DO UATUMA";1379;1492;1450;1213;1831;1278;802;568;345;138;65;10561
"130400 SILVES";1211;1136;1111;952;1274;1010;745;567;303;172;67;8548
"130406 TABATINGA";7435;6896;6267;5701;9497;6612;4238;2597;1521;765;340;51869
"130410 TAPAUA";2514;2567;2508;2281;3423;2126;1431;903;505;278;96;18632
"130420 TEFE";8687;8498;7998;7029;11575;7810;4835;3118;1965;1015;468;62998
"130423 TONANTINS";2709;2368;2402;2045;3003;2022;1217;698;454;258;88;17264
"130426 UARINI";1935;1765;1541;1302;2129;1445;805;514;320;137;72;11965
"130430 URUCARA";2360;2415;2309;1941;2719;2088;1540;1012;673;351;160;17568
"130440 URUCURITUBA";2287;2265;2339;2063;3101;1955;1439;1015;595;352;220;17631
"140002 AMAJARI";1557;1337;1099;851;1367;997;780;580;318;135;67;9088
"140005 ALTO ALEGRE";2801;2359;2052;1670;2636;1932;1507;1003;575;282;103;16920
"140010 BOA VISTA";28261;28752;30422;29113;58291;44205;30432;17711;8324;3862;1734;281107
"140015 BONFIM";1691;1570;1469;1126;1619;1283;901;683;383;185;77;10987
"140017 CANTA";1679;1778;1799;1322;1902;1623;1450;1123;622;244;74;13616
"140020 CARACARAI";2088;2341;2421;1973;3103;2361;1759;1213;690;294;84;18327
"140023 CAROEBE";936;943;942;838;1438;1084;807;534;321;129;47;8019
"140028 IRACEMA";979;990;1049;873;1472;1086;898;626;314;130;40;8457
"140030 MUCAJAI";1604;1721;1720;1498;2563;2018;1500;1078;641;279;88;14710
"140040 NORMANDIA";1581;1423;1268;908;1323;922;580;391;237;122;67;8822
"140045 PACARAIMA";1575;1481;1396;1052;1568;1286;883;573;281;119;63;10277
"140047 RORAINOPOLIS";2390;2838;3097;2752;4606;3091;2391;1595;851;315;107;24033
"140050 SAO JOAO DA BALIZA";747;771;807;699;1331;926;629;412;273;102;28;6725
"140060 SAO LUIZ";570;647;783;741;1415;976;700;494;243;116;46;6731
"140070 UIRAMUTA";1689;1426;1173;888;1210;745;543;279;166;113;37;8269
"150010 ABAETETUBA";14260;15275;16640;16524;28206;19831;13125;8863;5534;2878;1369;142505
"150013 ABEL FIGUEIREDO";731;754;758;702;1273;966;718;451;303;148;65;6869
"150020 ACARA";6928;6822;6888;6191;9654;7013;4688;2939;2119;1047;454;54743
"150030 AFUA";5033;5168;4964;4129;6001;3961;2587;1712;1015;569;244;35383
"150034 AGUA AZUL DO NORTE";2196;2525;2636;2494;5485;4631;2809;1496;757;293;70;25392
"150040 ALENQUER";6862;7036;6852;5797;8436;6503;4425;3379;2255;1353;556;53454
"150050 ALMEIRIM";4313;4159;4191;3763;6060;4715;3326;2098;1078;540;225;34468
"150060 ALTAMIRA";10296;10613;10863;10330;19261;14724;10446;6667;3638;1888;755;99481
"150070 ANAJAS";3947;3794;3365;2811;4230;2753;1611;1074;667;361;152;24765
"150080 ANANINDEUA";41318;43561;46112;45726;95606;80224;57567;36948;18021;7884;3246;476213
"150085 ANAPU";2604;2432;2406;2240;3651;2591;1810;1279;651;277;67;20008
"150090 AUGUSTO CORREA";5417;5377;5239;4613;7020;4729;3213;2373;1614;831;364;40790
"150095 AURORA DO PARA";2909;3247;3398;2930;4981;3465;2303;1570;1062;495;200;26560
"150100 AVEIRO";2134;2253;2260;1804;2385;1780;1386;1057;656;344;146;16205
"150110 BAGRE";3538;3506;3391;2772;4136;2684;1467;944;636;285;143;23502
"150120 BAIAO";4071;4581;4577;3966;6919;4731;3091;2119;1332;686;243;36316
"150125 BANNACH";393;390;352;330;616;535;390;294;161;66;20;3547
"150130 BARCARENA";10943;10823;11341;10679;19647;14578;9836;5940;3010;1414;681;98892
"150140 BELEM";111334;115303;123575;127978;277611;233972;178190;122906;71283;37530;17265;1416947
"150145 BELTERRA";1893;2093;1959;1664;2580;2099;1571;1225;807;491;175;16557
"150150 BENEVIDES";4998;5462;5514;5305;10042;8075;5355;3408;1869;964;421;51413
"150157 BOM JESUS DO TOCANTINS";1601;1649;1760;1562;2877;2101;1586;1127;703;348;154;15468
"150160 BONITO";1616;1523;1465;1428;2752;1901;1211;835;477;282;118;13608
"150170 BRAGANCA";12815;12849;12982;12542;21688;15007;10378;7320;4742;2665;1195;114183
"150172 BRASIL NOVO";1695;1659;1785;1678;2846;2318;1837;1148;732;381;134;16213
"150175 BREJO GRANDE DO ARAGUAIA";856;850;841;828;1328;960;731;563;310;173;70;7510
"150178 BREU BRANCO";6452;6503;6524;5592;9720;6703;4465;3104;1757;820;270;51910
"150180 BREVES";13301;13467;12893;10546;15902;10851;6834;4792;2919;1520;922;93947
"150190 BUJARU";3178;3393;3243;2882;4387;3323;2233;1447;1034;545;224;25889
"150195 CACHOEIRA DO PIRIA";3645;3821;3295;2627;4791;3349;2233;1282;693;282;84;26102
"150200 CACHOEIRA DO ARARI";2338;2336;2384;2221;3758;2595;2009;1253;825;532;258;20509
"150210 CAMETA";14843;14959;15302;13902;22530;14809;9487;7062;4786;2637;1367;121684
"150215 CANAA DOS CARAJAS";2987;2816;2831;2614;5393;4078;2583;1451;751;303;91;25898
"150220 CAPANEMA";5938;6405;6791;6573;12216;9468;6934;4785;2888;1810;779;64587
"150230 CAPITAO POCO";5467;6263;6503;6029;9624;7041;5014;3251;2091;1195;485;52963
"150240 CASTANHAL";16735;17043;17845;18051;35124;26879;18600;11728;6772;3478;1527;173782
"150250 CHAVES";3032;2908;2758;2281;3555;2478;1703;1184;731;387;161;21178
"150260 COLARES";1333;1260;1330;1274;1973;1365;1112;801;622;370;149;11589
"150270 CONCEICAO DO ARAGUAIA";4532;4922;5144;4610;7719;6593;5029;3642;2462;1299;516;46468
"150275 CONCORDIA DO PARA";3542;3367;3403;3242;5390;3700;2235;1456;1072;549;273;28229
"150276 CUMARU DO NORTE";1205;1112;1040;852;1878;1680;1327;765;344;84;17;10304
"150277 CURIONOPOLIS";2024;2029;2167;2071;3130;2240;1932;1570;980;557;147;18847
"150280 CURRALINHO";4433;4217;3921;3309;4905;3093;1849;1236;822;409;258;28452
"150285 CURUA";1652;1760;1564;1341;2100;1386;1014;687;433;228;106;12271
"150290 CURUCA";3580;3964;3910;3613;5872;4265;3293;2439;1807;1159;473;34375
"150293 DOM ELISEU";5768;6033;5922;5371;10289;7572;5092;2966;1545;692;225;51475
"150295 ELDORADO DOS CARAJAS";3897;3941;3906;3468;5667;4072;3253;2177;1321;512;146;32360
"150300 FARO";1166;1149;1067;987;1391;983;695;515;327;192;78;8550
"150304 FLORESTA DO ARAGUAIA";1964;1994;2032;1894;3128;2619;1820;1244;729;343;111;17878
"150307 GARRAFAO DO NORTE";2979;3385;3363;3009;4534;3135;2116;1381;1010;478;180;25570
"150309 GOIANESIA DO PARA";3864;3755;3864;3551;6945;5039;3040;2025;1088;509;127;33807
"150310 GURUPA";4148;4198;3977;3293;5061;3362;2131;1373;989;478;207;29217
"150320 IGARAPE-ACU";3493;3868;4130;4041;6776;4811;3588;2573;1745;991;423;36439
"150330 IGARAPE-MIRI";7232;6766;6926;6818;11153;7492;4927;3539;2227;1242;665;58987
"150340 INHANGAPI";1032;1127;1155;1117;1854;1291;991;684;460;239;113;10063
"150345 IPIXUNA DO PARA";5248;5926;6049;5001;9597;6688;3949;2307;1365;493;154;46777
"150350 IRITUIA";3707;3848;3796;3436;5562;4096;2726;2097;1560;815;409;32052
"150360 ITAITUBA";10175;11070;11753;10596;18827;13913;10619;6826;3562;1689;590;99620
"150370 ITUPIRANGA";6493;6441;6450;5572;9319;6550;4656;3523;2089;913;320;52326
"150375 JACAREACANGA";2030;1833;1574;1337;2774;2292;1996;962;403;129;41;15371
"150380 JACUNDA";5442;5547;5773;5677;10599;7570;5006;2967;1755;919;353;51608
"150390 JURUTI";6591;6495;6157;5153;8272;5320;3463;2509;1524;831;442;46757
"150400 LIMOEIRO DO AJURU";3212;3377;3360;2959;4535;3086;1917;1254;774;405;245;25124
"150405 MAE DO RIO";3115;3211;3191;3022;5280;3964;2593;1808;1199;649;317;28349
"150410 MAGALHAES BARATA";910;966;976;906;1385;921;751;593;462;274;130;8274
"150420 MARABA";26755;25187;25040;24180;48173;34284;23100;14145;7308;3790;1305;233267
"150430 MARACANA";3058;3490;3628;3218;4658;3430;2641;2033;1542;864;433;28995
"150440 MARAPANIM";2604;3004;3228;2931;4413;3390;2557;2086;1525;900;441;27079
"150442 MARITUBA";10527;10950;11147;10306;22276;18849;11539;6611;3368;1541;628;107742
"150445 MEDICILANDIA";2911;3129;3077;2957;5205;3873;2868;1851;991;439;141;27442
"150450 MELGACO";4076;3801;3594;3006;4353;2800;1549;953;520;249;164;25065
"150460 MOCAJUBA";3226;3529;3430;3028;4741;3148;2174;1508;1075;670;279;26808
"150470 MOJU";9016;8996;8938;8035;12899;8894;5721;3775;2291;1096;478;70139
"150475 MOJUI DOS CAMPOS";1471;1625;1753;1581;2536;1967;1535;1128;792;432;166;14986
"150480 MONTE ALEGRE";5861;6837;6978;6211;9236;7475;5302;3909;2627;1554;617;56607
"150490 MUANA";4237;4380;4226;3770;6392;4428;2854;1892;1132;618;298;34227
"150495 NOVA ESPERANCA DO PIRIA";2751;2782;2678;2347;3786;2690;1594;987;633;229;56;20533
"150497 NOVA IPIXUNA";1669;1727;1721;1555;2623;1929;1379;1064;687;289;101;14744
"150500 NOVA TIMBOTEUA";1248;1375;1382;1353;2536;1953;1445;1088;765;447;201;13793
"150503 NOVO PROGRESSO";2714;2631;2729;2432;4610;4275;3434;1868;753;224;52;25722
"150506 NOVO REPARTIMENTO";7641;7636;7595;6638;11179;8071;5627;3862;2228;954;252;61683
"150510 OBIDOS";6319;6176;5877;5189;8404;6347;4487;3341;2332;1250;552;50274
"150520 OEIRAS DO PARA";4406;4243;3886;3179;4856;3292;2003;1349;917;405;260;28796
"150530 ORIXIMINA";8012;8142;7828;6654;10871;8027;5487;3809;2369;1274;509;62982
"150540 OUREM";1769;1883;1980;1814;2911;2137;1562;1082;766;429;198;16531
"150543 OURILANDIA DO NORTE";3015;2936;3043;2996;5672;4226;2768;1459;748;342;88;27293
"150548 PACAJA";4866;4681;4917;4386;7266;5108;3667;2594;1537;699;202;39923
"150549 PALESTINA DO PARA";851;866;845;846;1360;964;705;567;377;199;84;7664
"150550 PARAGOMINAS";11564;11433;11167;10226;20421;14756;9243;5419;2531;1076;384;98220
"150553 PARAUAPEBAS";17444;15765;15676;15343;34935;24072;14346;7507;3093;1375;447;150003
"150555 PAU D'ARCO";628;662;725;692;1089;881;641;451;307;158;48;6282
"150560 PEIXE-BOI";740;839;865;794;1451;1043;852;651;409;271;122;8037
"150563 PICARRA";1453;1520;1532;1306;2274;1904;1305;894;530;211;76;13005
"150565 PLACAS";2911;2924;2671;2431;4551;3291;2164;1407;801;326;60;23537
"150570 PONTA DE PEDRAS";3059;3097;3005;2879;4791;3340;2411;1615;924;552;281;25954
"150580 PORTEL";8586;8079;7367;5629;8716;5646;3294;2338;1431;698;348;52132
"150590 PORTO DE MOZ";5409;4863;4683;3951;5993;3878;2283;1307;855;409;186;33817
"150600 PRAINHA";3867;4287;4197;3358;4979;3617;2518;1665;923;501;169;30081
"150610 PRIMAVERA";953;1200;1226;1140;1804;1329;1001;717;585;357;155;10467
"150611 QUATIPURU";1229;1558;1489;1388;2200;1573;1206;855;576;354;146;12574
"150613 REDENCAO";7532;7925;8324;7830;14494;11861;8533;5054;2770;1469;465;76257
"150616 RIO MARIA";1671;1783;1819;1772;3412;2739;2076;1416;869;413;141;18111
"150618 RONDON DO PARA";4663;4874;5079;4968;9289;7017;5218;3262;1861;882;338;47451
"150619 RUROPOLIS";4469;4798;4771;4213;7436;5372;3668;2588;1457;644;214;39630
"150620 SALINOPOLIS";3796;4133;4394;4224;7256;5259;3651;2519;1596;795;343;37966
"150630 SALVATERRA";2102;2224;2332;2233;3510;2754;1958;1385;944;520;242;20204
"150635 SANTA BARBARA DO PARA";1724;1850;1968;1739;3160;2502;1707;1134;721;353;165;17023
"150640 SANTA CRUZ DO ARARI";777;832;934;911;1589;1167;801;495;336;183;60;8085
"150650 SANTA IZABEL DO PARA";5398;5785;6171;6188;12546;9458;6117;3711;2306;1200;527;59407
"150655 SANTA LUZIA DO PARA";2146;2402;2457;2275;3656;2490;1724;1232;816;502;196;19896
"150658 SANTA MARIA DAS BARREIRAS";1750;1897;1817;1551;2744;2369;2053;1580;845;339;100;17045
"150660 SANTA MARIA DO PARA";2102;2415;2404;2434;4387;3465;2527;1680;1048;648;276;23386
"150670 SANTANA DO ARAGUAIA";5713;6273;6356;5285;11041;9146;5601;3264;1715;639;170;55203
"150680 SANTAREM";30874;31246;31844;30734;53201;38484;27645;19033;11482;6485;2781;283809
"150690 SANTAREM NOVO";692;718;798;696;1082;789;538;385;298;162;67;6225
"150700 SANTO ANTONIO DO TAUA";2787;2851;3048;2925;4862;3715;2469;1863;1289;626;254;26689
"150710 SAO CAETANO DE ODIVELAS";1731;1872;1975;1879;3081;2241;1598;1256;852;520;178;17183
"150715 SAO DOMINGOS DO ARAGUAIA";2618;2737;2774;2547;4085;3053;2114;1540;1091;628;217;23404
"150720 SAO DOMINGOS DO CAPIM";4307;4088;3981;3333;5104;3595;2278;1620;1214;555;273;30348
"150730 SAO FELIX DO XINGU";8186;9685;9534;8770;18639;15249;9484;5180;2508;877;179;88291
"150740 SAO FRANCISCO DO PARA";1432;1558;1651;1590;2850;2108;1565;1184;780;443;191;15352
"150745 SAO GERALDO DO ARAGUAIA";2801;2938;3059;2744;4825;3636;2603;1807;1134;601;256;26404
"150746 SAO JOAO DA PONTA";603;592;589;572;885;631;500;391;268;161;87;5279
"150747 SAO JOAO DE PIRABAS";2213;2394;2469;2296;3690;2586;1817;1430;1060;610;292;20857
"150750 SAO JOAO DO ARAGUAIA";1621;1579;1629;1464;2211;1621;1339;952;581;292;103;13392
"150760 SAO MIGUEL DO GUAMA";5864;6104;6024;5575;9674;6940;4731;3143;2167;1060;595;51877
"150770 SAO SEBASTIAO DA BOA VISTA";3028;2936;2848;2692;4307;2730;1800;1183;777;437;238;22976
"150775 SAPUCAIA";499;535;560;503;958;743;619;358;183;75;21;5054
"150780 SENADOR JOSE PORFIRIO";1856;1773;1714;1379;2310;1802;1302;821;439;168;49;13613
"150790 SOURE";2409;2455;2629;2530;4185;3089;2330;1664;1078;664;247;23280
"150795 TAILANDIA";8991;9731;9443;8188;17050;11734;6241;3239;1837;774;202;77430
"150796 TERRA ALTA";1037;1156;1285;1155;1766;1305;997;683;532;288;122;10326
"150797 TERRA SANTA";1834;2086;2125;1899;3095;2256;1421;1112;721;413;182;17144
"150800 TOME-ACU";7182;6792;6825;6304;10574;7653;4946;3217;2093;1041;411;57038
"150803 TRACUATEUA";3250;3270;3386;3145;4913;3399;2383;1808;1171;675;287;27687
"150805 TRAIRAO";1993;1943;1921;1760;3466;2426;1594;1098;558;213;52;17024
"150808 TUCUMA";3582;3436;3549;3602;6665;5083;3689;2250;1208;529;140;33733
"150810 TUCURUI";10902;10700;10946;10489;19714;14086;9490;6112;2963;1428;500;97330
"150812 ULIANOPOLIS";4972;5089;4974;4111;8690;7055;3607;2187;1037;344;91;42157
"150815 URUARA";5360;5125;5202;4800;9039;6686;4332;2800;1639;720;219;45922
"150820 VIGIA";4783;5007;5193;5206;9289;6778;4646;3428;2268;1199;544;48341
"150830 VISEU";7939;7841;7469;6406;9905;6379;4500;3331;2087;1232;489;57578
"150835 VITORIA DO XINGU";1365;1412;1586;1448;2785;1976;1278;835;517;260;84;13546
"150840 XINGUARA";4162;4268;4391;4124;7951;6307;4530;2799;1512;777;246;41067
