"Municipio";"0 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"110110 ITAPUA DO OESTE";895;904;993;912;1426;1315;1042;777;444;187;56;8951
"110120 MINISTRO ANDREAZZA";885;979;1112;1106;1741;1597;1318;837;527;295;93;10490
"110130 MIRANTE DA SERRA";926;1173;1262;1207;2032;1825;1389;1043;621;397;146;12021
"110140 MONTE NEGRO";1258;1491;1617;1431;2391;2220;1717;1216;744;387;103;14575
"110143 NOVA UNIAO";609;693;819;860;1244;1162;933;647;377;182;65;7591
"110145 PARECIS";468;490;511;513;906;732;644;418;236;103;27;5048
"110146 PIMENTEIRAS DO OESTE";237;239;250;217;356;371;295;192;124;46;20;2347
"110147 PRIMAVERA DE RONDONIA";243;310;396;322;548;528;474;341;207;107;48;3524
"110148 SAO FELIPE D'OESTE";424;500;581;551;949;957;812;616;394;201;65;6050
"110149 SAO FRANCISCO DO GUAPORE";1587;1687;1834;1725;2972;2644;1956;1284;733;315;93;16830
"110150 SERINGUEIRAS";958;1196;1307;1265;2015;1808;1491;1004;496;278;76;11894
"110155 TEIXEIROPOLIS";351;404;501;497;835;700;665;418;304;173;77;4925
"110160 THEOBROMA";884;1034;1146;1058;1720;1687;1344;1001;587;300;85;10846
"110170 URUPA";1010;1166;1289;1299;2282;1969;1535;1274;779;354;120;13077
"110175 VALE DO ANARI";847;969;1031;952;1589;1458;1195;907;516;250;64;9778
"110180 VALE DO PARAISO";602;705;852;852;1361;1237;1088;776;449;226;79;8227
"120001 ACRELANDIA";1457;1588;1630;1371;2144;1888;1395;943;567;262;82;13327
"120005 ASSIS BRASIL";880;833;724;658;1124;871;581;393;222;113;58;6457
"120010 BRASILEIA";2370;2608;2565;2323;3956;3345;2400;1517;943;523;221;22771
"120013 BUJARI";994;1093;1094;880;1456;1281;857;678;431;151;84;8999
"120017 CAPIXABA";1054;1212;1235;970;1387;1260;1007;684;418;177;64;9468
"120020 CRUZEIRO DO SUL";9852;10551;10303;8915;15123;11349;6817;4522;2866;1557;783;82638
"120025 EPITACIOLANDIA";1711;1819;1777;1647;2827;2316;1706;1052;669;369;161;16054
"120030 FEIJO";4923;5038;4563;3650;5653;3977;2679;1584;1089;517;252;33925
"120032 JORDAO";1304;1230;1039;775;1124;746;410;219;93;50;36;7026
"120033 MANCIO LIMA";2175;2203;2102;1722;2823;2100;1245;888;545;287;126;16216
"120034 MANOEL URBANO";1167;1200;1130;901;1400;1082;663;450;244;154;64;8455
"120035 MARECHAL THAUMATURGO";2622;2579;2237;1813;2521;1590;907;527;296;156;50;15298
"120038 PLACIDO DE CASTRO";2056;2263;2173;1805;2826;2410;1880;1318;819;432;176;18158
"120039 PORTO WALTER";1753;1725;1493;1019;1487;1079;595;368;183;93;50;9845
"120040 RIO BRANCO";34786;36906;37232;35286;69162;57012;38881;24746;13265;6517;3205;356998
"120042 RODRIGUES ALVES";2234;2414;2183;1646;2512;1933;1120;693;450;195;75;15455
"120043 SANTA ROSA DO PURUS";934;859;646;517;928;578;286;172;114;33;13;5080
"120045 SENADOR GUIOMARD";2275;2502;2443;2103;3574;2988;2167;1551;949;512;212;21276
"120050 SENA MADUREIRA";4694;5006;4898;4366;7511;5535;3437;2335;1451;752;388;40373
"120060 TARAUACA";5761;5767;5058;4136;6139;4249;2794;1764;1142;627;308;37745
"120070 XAPURI";1853;2047;2030;1768;2853;2332;1664;1151;773;404;199;17074
"120080 PORTO ACRE";1723;1975;1952;1611;2432;2154;1614;1112;745;394;149;15861
"130002 ALVARAES";2366;2177;1947;1637;2395;1657;1026;655;403;210;79;14552
"130006 AMATURA";1392;1164;1298;1132;1815;1312;785;474;290;136;63;9861
"130008 ANAMA";1300;1347;1411;1197;1960;1482;927;531;331;210;72;10768
"130010 ANORI";2150;2092;2240;1959;3044;2378;1469;807;523;319;139;17120
"130014 APUI";1760;1812;2070;1869;3770;2964;2080;1397;715;254;69;18760
"130020 ATALAIA DO NORTE";2304;1998;1958;1943;3188;1998;1239;653;379;208;76;15944
"130030 AUTAZES";4473;4320;4347;3601;5313;4073;3000;2012;1313;705;361;33518
"130040 BARCELOS";2732;2792;3305;3151;5723;3276;2213;1618;1022;426;111;26369
"130050 BARREIRINHA";4264;4109;3937;3149;4269;3138;2163;1465;945;572;342;28353
"130060 BENJAMIN CONSTANT";5361;4652;4403;4021;6179;4005;2722;1743;1053;624;289;35052
"130063 BERURI";2492;2412;2253;1784;2551;1731;1225;831;513;291;136;16219
"130068 BOA VISTA DO RAMOS";2078;2139;2202;1830;2631;1859;1229;854;475;261;149;15707
"130070 BOCA DO ACRE";3685;3681;3901;3477;5471;4277;2872;1949;1272;686;306;31577
"130080 BORBA";4991;4640;4641;4198;6396;4382;2799;1928;1155;677;452;36259
"130083 CAAPIRANGA";1462;1399;1496;1281;2029;1522;928;633;393;189;68;11400
"130090 CANUTAMA";1560;1567;1645;1457;2606;2054;1420;951;548;261;80;14149
"130100 CARAUARI";3533;3493;3729;3113;4509;3156;2151;1334;848;445;195;26506
"130110 CAREIRO";3806;3996;4276;3516;5738;4887;3272;2206;1282;659;238;33876
"130115 CAREIRO DA VARZEA";2609;2624;2910;2660;4043;3575;2817;1778;1190;612;226;25044
"130120 COARI";9676;9209;9944;9443;15705;10118;6097;3969;2336;1269;543;78309
"130130 CODAJAS";2784;3029;3102;2845;4540;3255;2052;1249;772;398;186;24212
"130140 EIRUNEPE";4525;4220;4060;3694;5600;3777;2449;1622;1020;519;227;31713
"130150 ENVIRA";2385;2245;2374;2007;3068;2146;1262;712;422;288;123;17032
"130160 FONTE BOA";3406;2937;2863;2516;4164;2713;1634;1108;723;398;187;22649
"130165 GUAJARA";1961;1978;2085;1791;2503;1655;1194;667;399;193;91;14517
"130170 HUMAITA";4932;5212;5958;5345;8630;6104;4244;2834;1734;869;337;46199
"130180 IPIXUNA";3966;3477;3037;2298;4033;2907;1763;954;618;298;112;23463
"130185 IRANDUBA";5083;5089;5170;4434;7063;5747;3950;2769;1732;944;346;42327
"130190 ITACOATIARA";10603;10414;10855;9523;15295;12402;8352;5953;3648;2007;913;89965
"130195 ITAMARATI";1202;1106;1107;898;1510;1048;590;346;239;78;36;8160
"130200 ITAPIRANGA";982;1014;1045;960;1425;1079;752;553;373;191;85;8459
"130210 JAPURA";1025;893;963;819;1288;858;583;282;122;78;43;6954
"130220 JURUA";1618;1583;1579;1337;2047;1398;847;486;300;157;69;11421
"130230 JUTAI";3196;2632;2328;1952;2943;1946;1242;757;530;282;99;17907
"130240 LABREA";5002;4911;4939;4320;7135;4913;3351;2311;1380;724;299;39285
"130250 MANACAPURU";10316;10526;11320;9845;15487;11540;7755;5175;3268;1939;817;87988
"130255 MANAQUIRI";3026;3015;3067;2531;4216;3081;2262;1450;941;462;174;24225
"130260 MANAUS";174934;169008;185381;182727;372026;320802;218611;137044;68541;32207;14354;1875635
"130270 MANICORE";5857;5874;6286;5647;8698;6331;4223;2792;1762;915;421;48806
"130280 MARAA";2615;2574;2455;2076;3416;2174;1233;684;420;188;79;17914
"130290 MAUES";7831;7175;6991;5910;9043;6282;4350;3369;1737;1120;631;54439
"130300 NHAMUNDA";2217;2334;2376;2141;3160;2389;1696;1169;756;466;215;18919
"130310 NOVA OLINDA DO NORTE";3881;3898;4131;3757;5835;3958;2752;1849;933;535;442;31971
"130320 NOVO AIRAO";1966;1818;1802;1684;2813;1983;1396;1030;559;307;144;15502
"130330 NOVO ARIPUANA";2517;2674;2792;2468;4065;3016;1995;1304;807;468;184;22290
"130340 PARINTINS";12571;12854;13643;11874;17887;13236;9203;6507;3947;2346;1112;105180
"130350 PAUINI";2686;2569;2511;2026;3525;2250;1327;871;525;248;88;18626
"130353 PRESIDENTE FIGUEIREDO";3218;3150;3459;3002;4922;4120;3027;2159;1091;392;114;28654
"130356 RIO PRETO DA EVA";2878;2900;3102;2795;5245;4082;2674;1800;977;428;130;27011
"130360 SANTA ISABEL DO RIO NEGRO";3342;2730;2498;2045;3097;2146;1452;840;599;367;120;19236
"130370 SANTO ANTONIO DO ICA";3741;3400;3308;2789;4336;3047;1797;1069;606;298;207;24598
"130380 SAO GABRIEL DA CACHOEIRA";5265;4882;4853;4179;6649;5073;3508;2280;1561;777;380;39407
"130390 SAO PAULO DE OLIVENCA";4741;4364;4271;3688;5722;4005;2729;1460;1053;569;240;32842
"130395 SAO SEBASTIAO DO UATUMA";1444;1479;1524;1308;1949;1428;909;622;380;149;66;11258
"130400 SILVES";1201;1108;1098;969;1286;1054;773;611;327;172;74;8673
"130406 TABATINGA";7590;7035;6567;5959;10014;7150;4609;2900;1653;831;377;54685
"130410 TAPAUA";2395;2383;2353;2187;3390;2234;1452;969;559;307;106;18335
"130420 TEFE";8318;8108;7889;6889;11305;8100;4968;3201;2024;1064;497;62363
"130423 TONANTINS";2715;2311;2352;2086;3150;2121;1291;713;464;265;97;17565
"130426 UARINI";1929;1774;1557;1312;2172;1559;862;546;346;144;81;12282
"130430 URUCARA";2247;2308;2245;1901;2631;2087;1581;1058;700;375;171;17304
"130440 URUCURITUBA";2394;2286;2388;2156;3365;2199;1554;1131;646;379;228;18726
"140002 AMAJARI";1662;1415;1196;942;1493;1089;848;636;349;148;69;9847
"140005 ALTO ALEGRE";2580;2419;2082;1573;2516;1899;1466;1049;621;303;104;16612
"140010 BOA VISTA";29112;28153;31049;30748;60725;48572;32721;19869;9605;4248;1909;296711
"140015 BONFIM";1692;1545;1477;1194;1667;1314;952;715;439;202;83;11280
"140017 CANTA";1770;1793;1899;1460;2015;1757;1577;1254;724;285;82;14616
"140020 CARACARAI";2135;2249;2473;2095;3203;2556;1866;1340;755;323;91;19086
"140023 CAROEBE";964;957;965;860;1490;1214;870;602;352;144;52;8470
"140028 IRACEMA";1052;1011;1103;948;1583;1254;989;709;353;148;44;9194
"140030 MUCAJAI";1638;1698;1772;1551;2635;2201;1594;1168;700;313;96;15366
"140040 NORMANDIA";1627;1477;1344;999;1415;986;612;414;266;132;73;9345
"140045 PACARAIMA";1642;1502;1467;1146;1663;1391;954;632;327;128;68;10920
"140047 RORAINOPOLIS";2470;2754;3168;2875;4877;3485;2504;1745;965;352;120;25315
"140050 SAO JOAO DA BALIZA";768;752;832;733;1361;1035;675;440;295;114;31;7036
"140060 SAO LUIZ";582;613;762;747;1468;1107;725;537;279;124;52;6996
"140070 UIRAMUTA";1751;1492;1251;954;1287;800;573;309;172;121;39;8749
"150010 ABAETETUBA";13794;14716;16236;16626;29037;21380;14195;9496;5972;3145;1462;146059
"150013 ABEL FIGUEIREDO";695;739;760;713;1268;1025;750;493;324;160;74;7001
"150020 ACARA";6535;6618;6731;6190;9790;7201;5003;3112;2176;1105;481;54942
"150030 AFUA";4896;5058;5008;4308;6238;4233;2780;1822;1070;606;261;36280
"150034 AGUA AZUL DO NORTE";2111;2442;2587;2486;5547;4907;3040;1576;776;319;78;25869
"150040 ALENQUER";6542;6902;6862;5887;8433;6951;4712;3561;2358;1416;610;54234
"150050 ALMEIRIM";4041;4042;4081;3749;6036;4795;3399;2260;1163;570;248;34384
"150060 ALTAMIRA";9955;10618;11049;10637;19630;15751;11125;7329;4023;2046;854;103017
"150070 ANAJAS";3895;3842;3491;2941;4456;3000;1766;1155;724;382;168;25820
"150080 ANANINDEUA";39440;42348;45836;46476;96014;84275;61329;40305;20485;8797;3630;488935
"150085 ANAPU";2666;2631;2543;2395;3990;2992;2061;1428;742;320;84;21852
"150090 AUGUSTO CORREA";5275;5357;5287;4721;7316;5108;3449;2521;1712;881;381;42008
"150095 AURORA DO PARA";2894;3151;3405;3036;5241;3822;2549;1691;1133;542;214;27678
"150100 AVEIRO";2007;2161;2234;1846;2404;1859;1416;1101;681;380;159;16248
"150110 BAGRE";3647;3577;3533;3009;4504;3043;1678;1032;702;312;142;25179
"150120 BAIAO";4128;4631;4799;4241;7434;5394;3491;2320;1453;765;263;38919
"150125 BANNACH";358;367;343;318;576;538;400;307;177;77;25;3486
"150130 BARCARENA";10929;11050;11600;11178;20878;16145;10765;6696;3385;1566;733;104925
"150140 BELEM";104341;111433;121387;127487;272854;241752;186710;131825;77456;40445;18987;1434677
"150145 BELTERRA";1808;2032;1979;1700;2568;2224;1648;1300;845;528;200;16832
"150150 BENEVIDES";4934;5430;5644;5565;10404;8761;5940;3806;2057;1056;465;54062
"150157 BOM JESUS DO TOCANTINS";1532;1606;1737;1602;2907;2238;1694;1209;768;362;167;15822
"150160 BONITO";1594;1576;1487;1452;2840;2122;1339;894;515;289;126;14234
"150170 BRAGANCA";12410;12738;12981;12608;22289;16180;11220;7820;5027;2784;1285;117342
"150172 BRASIL NOVO";1559;1570;1687;1619;2751;2329;1874;1230;764;412;154;15949
"150175 BREJO GRANDE DO ARAGUAIA";792;813;815;806;1316;998;745;595;337;184;79;7480
"150178 BREU BRANCO";6518;6594;6783;5969;10368;7489;4876;3394;1966;942;317;55216
"150180 BREVES";12822;13160;13059;10916;16266;11592;7322;5105;3167;1622;963;95994
"150190 BUJARU";3083;3370;3284;2961;4534;3531;2458;1528;1068;593;238;26648
"150195 CACHOEIRA DO PIRIA";3700;3981;3531;2812;5137;3713;2486;1416;742;314;94;27926
"150200 CACHOEIRA DO ARARI";2289;2310;2367;2250;3928;2852;2169;1387;876;558;285;21271
"150210 CAMETA";14499;14798;15325;14112;23477;16221;10307;7418;5067;2827;1424;125475
"150215 CANAA DOS CARAJAS";3133;3086;3045;2846;5879;4709;2934;1623;808;344;108;28515
"150220 CAPANEMA";5621;6237;6746;6532;12179;10018;7327;5133;3090;1892;851;65626
"150230 CAPITAO POCO";5204;5931;6321;5978;9697;7363;5345;3461;2177;1268;532;53277
"150240 CASTANHAL";16206;17032;17971;18371;36054;28785;20111;12763;7330;3805;1672;180100
"150250 CHAVES";2945;2945;2777;2356;3676;2633;1831;1250;773;411;175;21772
"150260 COLARES";1256;1242;1293;1259;1983;1426;1183;845;655;398;165;11705
"150270 CONCEICAO DO ARAGUAIA";4241;4711;5074;4655;7579;6815;5284;3845;2609;1409;572;46794
"150275 CONCORDIA DO PARA";3489;3424;3427;3327;5690;4014;2478;1544;1143;586;298;29420
"150276 CUMARU DO NORTE";1208;1158;1086;928;1966;1859;1447;876;395;103;19;11045
"150277 CURIONOPOLIS";1873;1909;2052;2027;3142;2300;1886;1642;1017;610;174;18632
"150280 CURRALINHO";4422;4287;4061;3495;5178;3452;2041;1336;866;453;264;29855
"150285 CURUA";1632;1770;1621;1374;2199;1535;1082;752;451;242;110;12768
"150290 CURUCA";3498;3928;3984;3676;6080;4645;3562;2677;1907;1229;520;35706
"150293 DOM ELISEU";5595;5957;6037;5533;10583;8221;5457;3286;1708;766;260;53403
"150295 ELDORADO DOS CARAJAS";3694;3798;3870;3452;5761;4250;3370;2343;1410;578;173;32699
"150300 FARO";1048;1084;1002;946;1349;972;687;533;333;197;82;8233
"150304 FLORESTA DO ARAGUAIA";1904;1978;2035;1919;3222;2808;1958;1344;772;379;126;18445
"150307 GARRAFAO DO NORTE";2842;3192;3263;3001;4605;3289;2265;1447;1052;526;204;25686
"150309 GOIANESIA DO PARA";3814;3773;3899;3639;7197;5594;3316;2205;1205;579;145;35366
"150310 GURUPA";4063;4168;4059;3442;5291;3613;2298;1480;1032;521;223;30190
"150320 IGARAPE-ACU";3334;3730;4020;4029;6882;5099;3808;2737;1842;1052;460;36993
"150330 IGARAPE-MIRI";6917;6704;6745;6722;11365;8051;5244;3723;2362;1321;701;59855
"150340 INHANGAPI";1013;1106;1167;1127;1948;1393;1075;748;494;256;122;10449
"150345 IPIXUNA DO PARA";5450;6034;6395;5531;10472;7651;4540;2513;1494;569;170;50819
"150350 IRITUIA";3483;3741;3741;3370;5513;4295;2927;2147;1653;866;433;32169
"150360 ITAITUBA";9558;10431;11480;10694;18902;14390;10794;7361;3881;1844;665;100000
"150370 ITUPIRANGA";6115;6242;6345;5554;9330;6909;4833;3680;2195;986;358;52547
"150375 JACAREACANGA";1665;1645;1453;1192;2496;1971;1797;937;379;126;42;13703
"150380 JACUNDA";5316;5512;5792;5763;10951;8165;5446;3176;1857;1000;395;53373
"150390 JURUTI";6638;6613;6348;5390;8842;6088;3814;2682;1621;864;474;49374
"150400 LIMOEIRO DO AJURU";3156;3304;3386;3067;4788;3323;2108;1360;830;440;254;26016
"150405 MAE DO RIO";2969;3137;3185;3019;5296;4151;2806;1894;1264;690;342;28753
"150410 MAGALHAES BARATA";855;940;961;904;1387;994;778;617;486;280;136;8338
"150420 MARABA";26168;25786;25635;24777;50035;37648;24853;15570;8008;4105;1462;244047
"150430 MARACANA";2898;3301;3515;3207;4714;3588;2764;2143;1601;920;456;29107
"150440 MARAPANIM";2482;2861;3141;2929;4460;3577;2717;2205;1576;955;470;27373
"150442 MARITUBA";10396;10903;11360;10812;23054;20531;12850;7296;3719;1692;692;113305
"150445 MEDICILANDIA";2827;3107;3094;3009;5347;4199;3082;2015;1083;486;165;28414
"150450 MELGACO";3950;3793;3619;3100;4557;3021;1671;997;546;250;167;25671
"150460 MOCAJUBA";3153;3505;3515;3110;4967;3415;2395;1596;1134;724;306;27820
"150470 MOJU";8848;9083;9039;8259;13471;9730;6263;4073;2444;1203;523;72936
"150475 MOJUI DOS CAMPOS";1409;1551;1713;1590;2554;2080;1644;1213;847;457;185;15243
"150480 MONTE ALEGRE";5551;6472;6845;6228;9198;7804;5607;4141;2780;1640;674;56940
"150490 MUANA";4172;4415;4315;3918;6662;4862;3108;2048;1200;641;318;35659
"150495 NOVA ESPERANCA DO PIRIA";2636;2658;2625;2363;3848;2832;1722;1045;670;263;66;20728
"150497 NOVA IPIXUNA";1618;1704;1730;1591;2666;2102;1473;1131;745;322;114;15196
"150500 NOVA TIMBOTEUA";1196;1357;1391;1347;2528;2093;1568;1165;815;479;222;14161
"150503 NOVO PROGRESSO";2563;2714;2811;2518;4600;4039;3327;2002;847;249;61;25731
"150506 NOVO REPARTIMENTO";7591;7782;7781;6934;11738;9023;6131;4196;2455;1083;299;65013
"150510 OBIDOS";5960;6141;5877;5179;8242;6715;4757;3488;2428;1345;578;50710
"150520 OEIRAS DO PARA";4290;4228;3988;3297;4992;3570;2202;1402;978;456;263;29666
"150530 ORIXIMINA";7793;8238;8099;6921;11103;8730;5852;4119;2549;1386;558;65348
"150540 OUREM";1689;1842;1954;1818;2935;2284;1674;1158;807;463;214;16838
"150543 OURILANDIA DO NORTE";2970;3071;3085;3088;6003;4607;2993;1530;765;371;105;28588
"150548 PACAJA";4772;4773;4935;4520;7602;5650;4001;2816;1663;780;232;41744
"150549 PALESTINA DO PARA";801;844;812;827;1338;1010;729;583;403;207;92;7646
"150550 PARAGOMINAS";11254;11372;11366;10505;20979;15861;9986;5899;2836;1215;438;101711
"150553 PARAUAPEBAS";17897;16732;16590;16493;38068;27708;15982;8594;3518;1528;523;163633
"150555 PAU D'ARCO";574;607;681;656;1058;870;664;451;315;167;52;6095
"150560 PEIXE-BOI";694;799;851;778;1423;1093;879;688;429;275;137;8046
"150563 PICARRA";1368;1431;1503;1300;2239;1950;1378;939;570;236;85;12999
"150565 PLACAS";2933;3075;2843;2555;4827;3788;2372;1563;881;370;72;25279
"150570 PONTA DE PEDRAS";3021;3156;3077;2954;5036;3646;2604;1790;996;564;310;27154
"150580 PORTEL";8530;8180;7684;6013;9128;6184;3608;2467;1532;769;355;54450
"150590 PORTO DE MOZ";5397;5000;4825;4209;6397;4201;2527;1425;887;458;203;35529
"150600 PRAINHA";3632;4044;4135;3394;4961;3743;2637;1792;966;540;187;30031
"150610 PRIMAVERA";901;1127;1200;1123;1814;1398;1067;765;611;384;161;10551
"150611 QUATIPURU";1181;1490;1489;1398;2212;1712;1273;928;597;376;160;12816
"150613 REDENCAO";7214;7713;8344;8028;14675;12438;9068;5567;3038;1630;537;78252
"150616 RIO MARIA";1557;1709;1785;1720;3359;2824;2160;1491;921;451;153;18130
"150618 RONDON DO PARA";4437;4810;5068;5015;9327;7486;5539;3555;2019;965;378;48599
"150619 RUROPOLIS";4479;4919;4970;4398;7897;6104;4026;2818;1619;705;240;42175
"150620 SALINOPOLIS";3630;3943;4297;4204;7369;5578;3945;2686;1712;871;364;38599
"150630 SALVATERRA";2069;2200;2331;2304;3721;2939;2150;1508;1001;550;261;21034
"150635 SANTA BARBARA DO PARA";1711;1848;2027;1826;3306;2702;1921;1257;801;393;180;17972
"150640 SANTA CRUZ DO ARARI";783;837;933;953;1688;1306;883;564;352;197;67;8563
"150650 SANTA IZABEL DO PARA";5264;5746;6189;6350;13000;10290;6781;4067;2498;1313;575;62073
"150655 SANTA LUZIA DO PARA";2023;2243;2393;2240;3665;2605;1811;1305;852;534;214;19885
"150658 SANTA MARIA DAS BARREIRAS";1737;1919;1914;1648;2841;2575;2233;1725;972;395;116;18075
"150660 SANTA MARIA DO PARA";1997;2342;2376;2410;4373;3613;2711;1807;1111;689;302;23731
"150670 SANTANA DO ARAGUAIA";5776;6459;6718;5789;11821;10155;6180;3586;1892;750;197;59323
"150680 SANTAREM";29336;30785;31691;30808;53683;40808;29097;20331;12240;6870;3021;288670
"150690 SANTAREM NOVO";668;691;781;705;1096;861;573;403;313;175;72;6338
"150700 SANTO ANTONIO DO TAUA";2743;2854;3060;2994;5042;4050;2717;2019;1369;691;271;27810
"150710 SAO CAETANO DE ODIVELAS";1650;1797;1925;1858;3114;2366;1708;1319;897;558;194;17386
"150715 SAO DOMINGOS DO ARAGUAIA";2512;2689;2759;2568;4088;3287;2257;1624;1172;704;248;23908
"150720 SAO DOMINGOS DO CAPIM";4114;4021;3980;3378;5164;3807;2459;1656;1256;612;285;30732
"150730 SAO FELIX DO XINGU";8666;9878;10191;9477;20661;17854;11134;5876;2769;981;206;97693
"150740 SAO FRANCISCO DO PARA";1348;1500;1618;1572;2806;2217;1634;1260;830;482;209;15476
"150745 SAO GERALDO DO ARAGUAIA";2592;2754;2949;2672;4679;3753;2674;1871;1181;632;283;26040
"150746 SAO JOAO DA PONTA";597;598;587;573;930;692;540;422;277;171;93;5480
"150747 SAO JOAO DE PIRABAS";2139;2347;2430;2299;3812;2805;1937;1515;1114;658;313;21369
"150750 SAO JOAO DO ARAGUAIA";1513;1547;1607;1463;2226;1707;1388;1014;634;319;116;13534
"150760 SAO MIGUEL DO GUAMA";5679;6051;6112;5715;9910;7474;5131;3365;2307;1165;631;53540
"150770 SAO SEBASTIAO DA BOA VISTA";2957;2965;2885;2737;4512;2988;1950;1293;815;478;253;23833
"150775 SAPUCAIA";480;532;569;515;994;788;662;401;208;85;25;5259
"150780 SENADOR JOSE PORFIRIO";1669;1651;1612;1336;2214;1785;1312;882;467;177;51;13156
"150790 SOURE";2313;2414;2575;2560;4282;3267;2483;1782;1137;692;265;23770
"150795 TAILANDIA";9298;9976;10059;9070;18469;13408;7095;3637;2042;902;237;84193
"150796 TERRA ALTA";1017;1115;1273;1193;1815;1403;1097;731;560;313;135;10652
"150797 TERRA SANTA";1757;2027;2135;1926;3104;2455;1536;1188;771;427;198;17524
"150800 TOME-ACU";6938;6781;6785;6407;10805;8192;5369;3419;2220;1168;453;58537
"150803 TRACUATEUA";3155;3261;3370;3167;5072;3695;2552;1930;1226;708;317;28453
"150805 TRAIRAO";1932;1905;1866;1750;3558;2677;1676;1196;621;240;62;17483
"150808 TUCUMA";3499;3500;3545;3640;6958;5505;3906;2461;1325;602;165;35106
"150810 TUCURUI";10598;10861;11211;10815;20332;15215;10022;6662;3298;1578;557;101149
"150812 ULIANOPOLIS";5139;5333;5335;4572;9486;7817;4141;2556;1210;443;114;46146
"150815 URUARA";5003;5080;5090;4740;8890;6961;4443;2904;1693;773;241;45818
"150820 VIGIA";4613;4943;5133;5191;9490;7306;5004;3630;2406;1298;577;49591
"150830 VISEU";7612;7709;7438;6435;10178;6904;4722;3492;2193;1265;525;58473
"150835 VITORIA DO XINGU";1320;1381;1542;1469;2877;2141;1377;898;546;273;93;13917
